,id,価格,車両名,メーカー,型式番号,モデル年,排気量,色,タイプ,走行距離,保証期間,初年度登録年月,次回車検,入荷日,在庫店舗,店舗在庫,備考
17,2100005055727,3150000,Harley-Davidson ＦＬＴＲＸＳ１８７０ロードグライドスペシャル■ワンオーナー■ＲＣコンポーネンツ製サイレンサー■スクリーミンイーグル製エアクリーナー,Harley-Davidson,2BL-FLP,2019,1870,ビビットブラック,アメリカン/クルーザー,4646,5,2019-01,2024-01-28,-,Beat&C 世田谷店,03-6432-3480,[]
18,2100005087551,1398000,HONDA レブル１１００,HONDA,8BL-SC83,2021,1100,ブラック,ネイキッド,95,7,2023-03,2025-03-12,-,荒川沖店,0120-37-8190,"['ＤＣＴ', 'ワンオーナー', '☆★走行距離わずか９５ｋｍのフルノーマル美車！★☆', '【マル得車輌】']"
19,2100005801454,728000,HONDA ＣＲＦ２５０ラリー<Ｓ>,HONDA,2BK-MD47,2021,250,赤,オフロード/モタード,73,7,-,-,2023-08-18,イオンモール鈴鹿店,0120-37-8190,['★２０２１年モデル／純正グリップヒーター／純正ＴＯＰケース装備／ＵＳＢポート付スマホホルダー★']
20,2100006244014,598000,HONDA REBEL 250,HONDA,2BK-MC49,2020,250,ベージュ,アメリカン/クルーザー,883,5,-,-,2023-10-30,インターパーク宇都宮店,0120-37-8190,"['モリワキマフラー', 'エンジンガード']"
21,2100005884198,258000,SUZUKI GIXXER 150,SUZUKI,2BK-NG4BG,2019,150,-,ネイキッド,4185,5,2019-10,-,-,浜松店,0120-37-8190,"['☆2019年モデル', 'USB電源付き☆']"
22,2100004131071,418000,HONDA 【スピード納車】ＣＴ１２５ハンターカブ,HONDA,2BJ-JA55,2021,125,グリーン,ネイキッド,2752,1,-,-,-,綾瀬店,0120-37-8190,['ノーマル']
23,2100003768711,458000,HONDA ＣＢ２５０Ｒ,HONDA,2BK-MC52,2019,250,ワイン,ネイキッド,4262,5,-,-,-,世田谷本店,0120-37-8190,"['ＡＢＳ', '社外レバー・USB装備']"
24,2100006032574,2400000,Harley-Davidson ＦＸＬＲＳ１８７０☆★バンス＆ハインズフルエキマフラー★☆,Harley-Davidson,2BL-STK,2020,1870,ブラック,アメリカン/クルーザー,12580,3,2020-12,-,-,柏店,0120-37-8190,[]
25,2100006194104,750000,SUZUKI BOULEVARD 400 Limited ,SUZUKI,JBK-VK57A,2009,400,黒,アメリカン/クルーザー,8127,3ヶ月,2009-05,-,-,上熊本店,0120-37-8190,['2009年車両']
26,2100005822466,528000,YAMAHA XV250,YAMAHA,3DM,1994,250,ワイン,アメリカン/クルーザー,8711,1ヶ月,-,-,-,茅ヶ崎絶版車館,046-755-5552,"['ﾋﾞﾗｰｺﾞ２５０', '３DM']"
27,2100006158489,398000,KAWASAKI Ninja 400 Special Edition ABS【,KAWASAKI,EBL-EX400E,2016,400,-,スポーツ/ツアラー,21195,1,2015-12,2025-08-28,2023-10-16,福岡店,0120-37-8190,[]
28,2100004714076,3000000,Harley-Davidson ＦＸＢＲＳ１８７０ソフテイルブレイクアウト■車検対応小型フロントウィンカー■ビキニカウル,Harley-Davidson,２BL-STK,2021,1870,ビビットブラック,アメリカン/クルーザー,2349,7,2021-03,2024-02-29,-,Beat&C 世田谷店,03-6432-3480,[]
29,2100005993456,238000,HONDA ズーマー☆★人気のカーキ色、ライトガード装備★☆,HONDA,BA-AF58,2012,50,カーキ,スクーター/ビッグスクーター,14347,3ヶ月,-,-,2023-09-18,柏店,0120-37-8190,[]
30,2100006277470,146000,SUZUKI レッツ【マル得車輌】走行わずか270ｋｍ,SUZUKI,JBH-CA4AA,2021,50,パーセクブルー,スクーター/ビッグスクーター,270,1,-,-,-,久留米店,0120-37-8190,['通勤・通学・街乗りにおすすめ！']
31,2100005824330,378000,HONDA クロスカブ１１０,HONDA,JA60,2022,110,-,ネイキッド,879,3,-,-,2023-08-21,福生店,0120-37-8190,['★マルチパーパスバー・ディスクカバーなど装備車両']
32,2100005888486,378000,YAMAHA YZF-R25,YAMAHA,JBK-RG10J,2017,250,青,スポーツ/ツアラー,3620,3,-,-,2023-09-02,甲府店,0120-37-8190,['マルチバー装備！/2017年式！/RG10J型!']
33,2100005528351,1228000,HONDA CB1300スーパーボルドール,HONDA,BC-SC54,2011,1300,白,スポーツ/ツアラー,3546,3ヶ月,2011-04,2024-04-24,-,岡山店,0120-37-8190,['存在感溢れるホワイト一色のカラーリングと立体エンブレムが特長のスペシャルエディション！ワンオーナー!']
34,2100005223874,678000,HONDA ＣＲＦ２５０Ｌｓ,HONDA,2BK-MD47,2021,250,レッド,オフロード/モタード,3705,7,2022-04,-,-,荒川沖店,0120-37-8190,"['現行モデル', 'グリップヒーター付き', '☆★スリッパークラッチ・ＡＢＳキャンセラー搭載モデル★☆', '【マル得車輌】']"
35,2100005813983,332500,HONDA 【スピード納車】PCX JK05 【マル得】,HONDA,2BJ-JK05,2021,125,マット銀,スクーター/ビッグスクーター,3354,1,-,-,2023-08-20,那覇店,0120-37-8190,[]
36,2100006201055,1078000,YAMAHA YZF-R1,YAMAHA,RN01,2011,1000,青,スポーツ/ツアラー,25196,3ヶ月,2011-04,2024-04-07,2023-10-23,神戸伊川谷店,0120-37-8190,"['2011年モデル', '２本だしのアップマフラーが特徴的な車両です']"
37,2100005667753,425000,KAWASAKI 【マル得車輛】Ninja250【バーエンドカスタム☆】,KAWASAKI,JBK-EX250L,2016,250,ﾒﾀﾘﾂｸｶｰﾎﾞﾝｸﾞﾚｰ,スポーツ/ツアラー,減算車,3ヶ月,-,-,-,福岡店,0120-37-8190,[]
38,2100005933773,548000,YAMAHA YZF-R25,YAMAHA,8BK-RG74J,2023,250,青,スポーツ/ツアラー,951,7,-,-,2023-09-09,岡山店,0120-37-8190,['進化を続けるニーハンレプリカの系譜！スポーティーなブルーの組み合わせが特長の2023年モデル!']
39,2100006223484,118000,SUZUKI 【事前整備中】レッツ,SUZUKI,JBH-CA4AA,2015,50,ブルー,スクーター/ビッグスクーター,1857,3ヶ月,-,-,2023-10-27,相模大野店,0120-37-8190,"['２０１５年モデル', 'ノーマル']"
40,2100004774759,1398000,HONDA ＣＢ４００Ｆｏｕｒ,HONDA,NC36,1997,400,レッド,ネイキッド,減算車,1ヶ月,1997-06,2024-07-29,-,茅ヶ崎絶版車館,046-755-5552,"['ＮＣ３６型１９９７年モデル', 'ＲＰＭ製マフラー・オーリンズ製リアサスペンション・サイドカバー等カスタム多数']"
41,2100006018790,168000,HONDA Dunk【ノーマル車輌☆ちょっとそこまでに☆】,HONDA,JBH-AF78,2017,50,黒,スクーター/ビッグスクーター,6360,3ヶ月,-,-,-,太宰府店,0120-37-8190,[]
42,2100005584845,389600,HONDA MONKEY 125,HONDA,2BJ-JB02,2018,125,黄,ネイキッド,12034,3ヶ月,-,-,2023-07-09,那覇店,0120-37-8190,['社外MF 社外Rサス']
43,2100005901789,228000,SUZUKI ADDRESS 110【通勤通学におすすめです◎】,SUZUKI,EBJ-CE47A,2015,110,白,スクーター/ビッグスクーター,6994,3ヶ月,-,-,-,太宰府店,0120-37-8190,[]
44,2100005009485,468000,HONDA CB250R,HONDA,2BK-MC52,2018,250,赤,ネイキッド,5121,5,-,-,-,広島店,0120-37-8190,['フルノーマル車輛！丸目、単気筒！力強い走りが楽しめるストリートファイター!']
45,2100005873000,598000,HONDA モンキー くまモンバージョン ＡＢ２７,HONDA,BA-AB27,2014,50,黒赤,ネイキッド,1635,3ヶ月,-,-,-,小牧店,0120-37-8190,['2014年モデル']
46,2100002520594,840000,KAWASAKI ＮＩＮＪＡ,KAWASAKI,2BK-ZX250E,2021,250,ブラック,スポーツ/ツアラー,269,7,-,-,-,荒川沖店,0120-37-8190,"['ＺＸ－２５Ｒ', 'クイックシフター・エンジンスライダー装備', '☆★マルチバー＆ＵＳＢポート付き！★☆']"
47,2100005758710,777000,HONDA 【１１月１９日掲載終了】ＣＢＲ４００Ｒ,HONDA,2BL-NC56,2022,400,マットグレー/ブラック,スポーツ/ツアラー,110,7,2022-12,2025-12-20,-,八王子堀之内店,0120-37-8190,"['ＡＢＳ', 'フルノーマル！', 'ワンオーナー！', 'ＮＣ５６モデル!']"
48,2100005331043,168000,YAMAHA 【スピード納車】Vino,YAMAHA,2BH-AY02,2018,50,ブラウン,スクーター/ビッグスクーター,4223,1,-,-,-,入間店,0120-37-8190,['☆AY02J型/2018年モデル/ノーマル車両☆']
49,2100005709330,398000,HONDA スティード６００,HONDA,PC21,1990,600,レッドブラック,アメリカン/クルーザー,44751,3ヶ月,1990-07,2024-08-23,2023-07-31,柏店,0120-37-8190,"['希少！絶版車！', '☆★キング&クイーンシート・社外マフラー装備！★☆']"
50,2100006265910,108000,HONDA ジョルノ,HONDA,JBH-AF70,2014,50,黒,スクーター/ビッグスクーター,8598,3ヶ月,-,-,2023-11-03,岡山店,0120-37-8190,['丸くレトロなデザインと乗り易さを追究した50㏄ロングセラー！ブラックでシックで可愛らしい雰囲気を演出!']
51,2100001091712,1098000,YAMAHA ＴＺＲ２５０,YAMAHA,1KT,1986,250,ファラウェイブルー,スポーツ/ツアラー,18602,1ヶ月,-,-,-,茅ヶ崎絶版車館,046-755-5552,"['１ＫＴ型１９８６年モデル', '社外チャンバー装備']"
52,2100006197273,1298000,YAMAHA Ｔ－ＭＡＸ５６０,YAMAHA,8BL-SJ19J,2020,560,-,スクーター/ビッグスクーター,9622,5,2021-03,2024-03-04,2023-10-27,GLOBO蘇我店,0120-37-8190,"['ＴＥＣＨ', 'ＭＡＸ', 'ＡＢＳ', 'ワンオーナー']"
53,2100005731041,341000,HONDA 【並行輸入新車】CB200X,HONDA,MC56,2021,200,赤,ネイキッド,0,7,-,-,-,北九州店,0120-37-8190,"['ABS', 'フルノーマル', 'インジェクション']"
54,2100005260879,1298000,YAMAHA ＹＺＦ－Ｒ７,YAMAHA,8BL-RM39J,2022,688,ヤマハブラック,スポーツ/ツアラー,934,7,2023-03,2026-03-05,-,HUNT 木更津店,0120-37-8190,"['２０２２年モデル', 'ワンオーナー', 'フェンダレス']"
55,2100006212877,198000,YAMAHA AXIS Z,YAMAHA,2BJ-SED7J,2018,125,つや消し黒,スクーター/ビッグスクーター,8935,3ヶ月,-,-,-,堺美原店,0120-37-8190,['2018年モデル']
56,2100005315715,440000,HONDA 【並行輸入・新車】ＣＲＦ１９０Ｌ,HONDA,-,不明,190,レッド／ホワイト／ブラック,オフロード/モタード,0,7,-,-,-,上尾店,0120-37-8190,[]
57,2100006153422,238000,YAMAHA NMAX 走る悦びを実現させたブルーコアエンジンの走りを存分に味わってください！便利なバックレスト装備!,YAMAHA,EBJ-SE86J,2018,125,青,スクーター/ビッグスクーター,4521,1,-,-,-,岡山店,0120-37-8190,[]
58,2100003481627,2480000,SUZUKI GS1200SS K1 ライトカバー付き!,SUZUKI,BC-GV78A,2001,1200,ブラック,スポーツ/ツアラー,25296,1ヶ月,2004-01,2024-04-02,-,つくば絶版車館,029-721-8190,[]
59,2100006088946,3780000,HONDA NSR250R SP,HONDA,MC28,1996,250,ヘレスブルーメタリック×ロスホワイト,スポーツ/ツアラー,6239,1ヶ月,-,-,2023-10-04,つくば絶版車館,029-721-8190,"['MC28', '最終レプソルカラー']"
60,2100005698511,598000,HONDA REBEL 250 ABS,HONDA,2BK-MC49,2019,250,ベージュ,アメリカン/クルーザー,1438,5,-,-,2023-07-29,金沢店,0120-37-8190,['2019年モデル／フルノーマル／ワンオーナー']
61,2100005827386,928000,HONDA 【マル得】ＣＢ６５０Ｒ■２０１９年式・エンジンガード・リアキャリア！■,HONDA,2BL-RH03,2019,650,シルバー,ネイキッド,8197,5,2019-09,2024-09-29,2023-08-22,練馬店,0120-37-8190,[]
62,2100006122275,330000,YAMAHA 【マル得】SEROW 250,YAMAHA,BA-DG11J,2006,250,黒,オフロード/モタード,18774,3ヶ月,-,-,2023-10-09,インターパーク宇都宮店,0120-37-8190,['DG11J キャブ']
63,2100005897983,858000,KAWASAKI ＮＩＮＪＡ１０００,KAWASAKI,ZXT00G,2011,1000,-,スポーツ/ツアラー,22989,3ヶ月,2011-01,2025-01-10,-,GLOBO蘇我店,0120-37-8190,"['東南アジア仕様', 'リアキャリア装備']"
64,2100005757027,1548000,Harley-Davidson XL883N,Harley-Davidson,LE2,2017,883,ブラックデニム,アメリカン/クルーザー,4213,3,2017-08,2024-08-24,-,Beat&C 京都八幡店,0120-37-8190,['アイアン■バッテリー新品交換■タンクキャップ■ウインカーエクステンション']
65,2100005706650,1180000,YAMAHA R1-Z,YAMAHA,3XC,1992,250,フロストシルバー,ネイキッド,15859,1ヶ月,-,-,-,茅ヶ崎絶版車館,046-755-5552,['3XC3']
66,2100005461351,420000,HONDA ＣＢ１２５Ｒ,HONDA,8BJ-JC91,2021,125,グレー,ネイキッド,662,3,-,-,2023-06-17,柏店,0120-37-8190,"['ＪＣ９１型', '☆★高年式&低走行！綺麗な一台★☆']"
67,2100005287159,538000,YAMAHA MT-03,YAMAHA,2BL-RH13J,2020,320,グレー,ネイキッド,9929,5,2020-08,-,-,広島店第2ショールーム,0120-37-8190,"['2020年モデル', '倒立フォーク、ABS標準装備と進化したMT-03!']"
68,2100006301038,728000,KAWASAKI Ninja ZX-25R,KAWASAKI,2BK-ZX250E,2022,250,黒,スポーツ/ツアラー,2843,7,-,-,2023-11-09,前橋インター店,0120-37-8190,"['2022年モデル', 'USB充電ポート', 'フェンダーレス']"
69,2100004912175,368000,HONDA 【スピード納車】ＰＣＸ１２５,HONDA,2BJ-JK05,2021,125,白,スクーター/ビッグスクーター,1064,3,-,-,-,相模大野店,0120-37-8190,"['２０２１年モデル', 'フルノーマル車両']"
70,2100005608176,385000,SUZUKI 【新車】２０２３年モデル,SUZUKI,2BK-ED13N,2023,150,オレンジ,ネイキッド,0,7,-,-,2023-07-14,北九州店,0120-37-8190,"['ＧＩＸＸＥＲ１５０', 'ＦＩ/ＡＢＳ']"
71,2100005841665,658000,HONDA GB350S,HONDA,2BL-NC59,2022,350,ガンメタ,ネイキッド,848,7,2022-10,2025-10-19,2023-08-25,広島店,0120-37-8190,['クラシックネイキッドながら所々近代的なデザインも取り込んだ”S”!']
72,2100005862400,1398000,Triumph ﾎﾞﾝﾈﾋﾞﾙT120！classicalなstyleをcoolに乗りこなそう!,Triumph,-,2020,650,黒,ネイキッド,1707,5,2020-09,-,2023-08-28,姫路店,0120-37-8190,[]
73,2100004956643,308000,SUZUKI 【スピード納車】ＧＳＸ－Ｓ１２５,SUZUKI,2BJ-DL32B,2020,125,ブラック,ネイキッド,3341,1,-,-,-,相模大野店,0120-37-8190,"['２０２０年モデル', 'ヘルメットホルダー装備']"
74,2100005847087,1690000,HONDA CB1100RS【ETC標準装備☆グリップビーター・エンジンスライダー☆】,HONDA,2BL-SC65,2018,1100,黒,ネイキッド,5154,5,2021-02,2024-02-18,-,福岡店,0120-37-8190,[]
75,2100005893497,398000,SUZUKI VS750 Intruder,SUZUKI,VR51A,1985,750,エンジ,アメリカン/クルーザー,16331,3ヶ月,1986-04,-,-,新潟店,0120-37-8190,['1985年モデル／電圧計ＵＳＢ電源／ミラー／後タイヤ新品交換']
76,2100004085091,2200000,YAMAHA RZ250,YAMAHA,4L3,1980,250,ニューヤマハブラック,ネイキッド,11548,1ヶ月,-,-,-,つくば絶版車館,029-721-8190,['4L3']
77,2100006176520,1018000,KAWASAKI ＺＸ－１４Ｒ,KAWASAKI,ZXNE,2012,1400,グリーン,スポーツ/ツアラー,8587,-,2012-04,2025-04-05,2023-10-19,相模大野店,0120-37-8190,"['２０１２年モデル', 'フェンダーレス装備']"
78,2100005817264,1498000,KAWASAKI 【特選車】ＺＥＰＨＹＲ４００Ｘ,KAWASAKI,ZR400C,2005,400,エンジ,ネイキッド,16343,3ヶ月,2006-03,2025-07-26,2023-08-20,柏店,0120-37-8190,"['２００５年式', '☆★ヨシムラマフラー装備', '☆★車検たっぷり★☆']"
79,2100005864145,778000,YAMAHA 【スピード納車】ドラッグスター２５０,YAMAHA,JBK-VG05J,2017,250,赤,アメリカン/クルーザー,1590,3,-,-,2023-08-28,相模大野店,0120-37-8190,"['２０１７年モデル', 'フルノーマル車両']"
80,2100005570084,978000,SUZUKI ＧＳＸ－Ｓ１０００Ｆ,SUZUKI,2BL-GT79B,2020,1000,青/黒,スポーツ/ツアラー,10374,3,2020-11,-,-,世田谷本店,0120-37-8190,"['ＡＢＳ', 'ハンドルカスタム', 'マル得']"
81,2100005854801,678000,KAWASAKI ZZ-R1400 2007年モデルカワサキが誇るZZ-Rシリーズメガツアラー,KAWASAKI,ZXT40A,2007,1400,紺,スポーツ/ツアラー,20242,3ヶ月,2007-02,-,-,伊丹店,0120-37-8190,[]
82,2100005570190,728000,YAMAHA 【11月限定プライス】【マル得】ＢＯＬＴ,YAMAHA,EBL-VN04J,2015,950,ブルー,アメリカン/クルーザー,5992,1,2020-07,-,2023-11-05,柏店,0120-37-8190,"['ＣスペックＡＢＳ', '☆★ＵＳＢソケット・サイドバッグサポート装備★☆']"
83,2100006237009,698000,SUZUKI Bandit 1250F ABS,SUZUKI,EBL-GW72A,2012,1250,黒,スポーツ/ツアラー,11545,3ヶ月,2012-06,2025-05-25,2023-10-29,仙台店,0120-37-8190,['３点パニア装備／２０１２年モデル']
84,2100006196733,678000,YAMAHA セロー２５０,YAMAHA,2BK-DG31J,2018,250,オレンジ,オフロード/モタード,3658,5,-,-,2023-10-22,秦野店,0120-37-8190,"['ツーリング', '２０１８年モデル']"
85,2100005867726,328000,SUZUKI VanVan 200,SUZUKI,BA-NH41A,2003,200,-,ネイキッド,7579,3ヶ月,-,-,2023-08-29,草加店,0120-37-8190,['メッキタンク仕様／2003年モデル／NH41A型／ノーマル']
86,2100004842106,364000,HONDA PCX125【マル得】,HONDA,2BJ-JK05,2020,125,白,スクーター/ビッグスクーター,3610,1,-,-,-,バイク王バイクコンシェルジュ　バイクワールド土山店,078-944-7918,"['ABS', 'USB電源＆グリップヒーター装備!']"
87,2100004923423,348000,YAMAHA X FORCE,YAMAHA,8BK-SG79J,2022,155,白,スクーター/ビッグスクーター,2212,7,-,-,-,京都松井山手店,0120-37-8190,"['2022年式モデル', 'キビキビと走るスポーツスクーター']"
88,2100005664141,528000,YAMAHA MT-03,YAMAHA,2BL-RH13J,2020,320,青,ネイキッド,7006,5,2020-05,-,2023-07-23,岡山店,0120-37-8190,['よりスポーティーな見た目と機能を備えたRH13J型！便利なエンジンスライダー装備!']
89,2100003930491,1300000,HONDA 【スピード納車】ＣＢ４００ＳＦ,HONDA,2BL-NC42,2019,400,ﾀﾞｰｸﾈｽﾌﾞﾗｯｸﾒﾀﾘｯｸ,ネイキッド,1188,5,2022-06,2025-06-22,-,平塚第2ショールーム,0120-37-8190,"['Ｒｅｖｏ', 'ワンオーナー', 'エンジンガード装備', '整備済み車両']"
90,2100006036862,698000,YAMAHA ＷＲ２５０Ｒ,YAMAHA,JBK-DG15J,2013,250,ブルー/ホワイト,オフロード/モタード,20193,1,-,-,-,荒川沖店,0120-37-8190,"['ロワードリンク装備', '☆★リアキャリア・ＰＲＯＴＡＰＥＲハンドル装備！★☆', '【マル得車輌】']"
91,2100006201796,1180000,Harley-Davidson FLSTC1580,Harley-Davidson,BW5,2012,1580,黒,アメリカン/クルーザー,25506,3ヶ月,2012-01,2025-02-26,-,小山店,0120-37-8190,"['2012年モデル', 'エンジンガード', 'バックレスト装備']"
92,2100006054873,798000,YAMAHA XJR1300【エンジンスライダー・フェンダーレスカスタム☆】,YAMAHA,RP17J,2009,1300,黒,ネイキッド,35373,3ヶ月,2009-09,2024-02-14,-,福岡店,0120-37-8190,[]
93,2100005921626,298000,HONDA クロスカブ110,HONDA,2BJ-JA45,2021,110,緑,ネイキッド,9226,3ヶ月,-,-,2023-09-07,小山店,0120-37-8190,"['2021年モデル', 'ノーマル車']"
94,2100005847384,468000,YAMAHA 【11月限定プライス】【マル得】セロー250,YAMAHA,JBK-DG17J,2014,250,緑,オフロード/モタード,4216,1,-,-,2023-08-26,小山店,0120-37-8190,"['2014年モデル', 'リヤキャリア装備']"
95,2100005568470,578000,HONDA ＧＢ３５０,HONDA,2BL-NC59,2021,350,ワイン,ネイキッド,14890,3,2021-07,-,-,世田谷本店,0120-37-8190,"['フルノーマル', 'USB装備']"
96,2100006073409,748000,SUZUKI GSR750 ABS,SUZUKI,EBL-GR7NA,2013,750,白,ネイキッド,19325,1,2013-04,2024-03-28,-,京都松井山手店,0120-37-8190,"['2013年式モデル', 'スクリーン・スマホホルダー・レバーカスタム!']"
97,2100004982758,538000,YAMAHA トリッカー 2018年モデル DG32J型,YAMAHA,2BK-DG32J,2018,250,ディープオレンジメタリック,オフロード/モタード,3513,5,2020-05,-,-,綾瀬店,0120-37-8190,"['1オーナー', 'ナックルガード装備【マル得】']"
98,2100005265294,398000,HONDA モンキー１２５ＡＢＳ,HONDA,2BJ-JB02,2020,125,ブラック,ネイキッド,1748,1,-,-,-,藤沢店,0120-37-8190,"['２０２０年モデル', 'リアキャリア装備']"
99,2100003969552,1580000,HONDA ＣＢ４００ＳＦＶ－ＴＥＣ,HONDA,2BL-NC42,2019,400,ブラック,ネイキッド,3928,5,2021-02,2024-02-04,2023-10-04,新横浜店,0120-37-8190,"['Ｒｅｖｏ', 'ＡＢＳ', '２０１９年モデル', 'ワンオーナー']"
100,2100005288446,157000,YAMAHA 【スピード納車】Vino,YAMAHA,2BH-AY02,2021,50,黒,スクーター/ビッグスクーター,2952,1,-,-,-,那覇店,0120-37-8190,['シンプルなデザインなのにカッコイイカラーリング！オシャレに乗りたいあなたに!']
101,2100005643887,538000,YAMAHA ＭＴ－０３,YAMAHA,2BL-RH13J,2020,300,ブラックメタリック12,ネイキッド,4153,5,2020-10,-,-,HUNT 木更津店,0120-37-8190,"['２０２０年モデル', 'カスタムスクリーン']"
102,2100004065017,498000,HONDA ＡＤＶ１５０,HONDA,2BK-KF38,2020,150,白黒,スクーター/ビッグスクーター,3959,5,-,-,-,柏店,0120-37-8190,"['ＡＢＳ', '２０２０年モデル', '☆★ヨシムラＧＰ－ＭＡＧＮＵＭマフラー装備★☆']"
103,2100006191080,518000,HONDA ＶＴＲ－Ｆ☆★液晶パネルやハーフカウルが魅力★☆,HONDA,JBK-MC33,2017,250,艶消しブラック,スポーツ/ツアラー,12438,3,-,-,2023-10-22,柏店,0120-37-8190,[]
104,2100005847117,328000,KAWASAKI Z125PRO,KAWASAKI,2BJ-BR125H,2021,125,ﾊﾟｰﾙﾅｲﾄｼｴｲﾄﾞﾃｲｰﾙ,ネイキッド,3732,1,-,-,2023-08-26,新横浜店,0120-37-8190,['生産終了モデルにつきお早めに♪']
105,2100006102048,310000,KAWASAKI Ｚ１２５ＰＲＯ,KAWASAKI,2BJ-BR125H,2016,125,ﾒﾀﾘﾂｸｸﾞﾗﾌｱｲﾄｸﾞﾚｰ,ネイキッド,1611,3ヶ月,-,-,2023-10-07,平塚店,0120-37-8190,['２０１６年モデル']
106,2100006158922,558000,HONDA ＧＢ３５０,HONDA,2BL-NC59,2021,350,レッド,ネイキッド,6824,5,2022-03,2025-03-24,2023-10-16,柏店,0120-37-8190,"['ワンオーナー車', '☆★モリワキ製サイレンサー・サイドバッグ・メーターバイザー装備！★☆']"
