,id,価格,車両名,メーカー,型式番号,モデル年,排気量,色,タイプ,走行距離,保証期間,初年度登録年月,次回車検,入荷日,在庫店舗,店舗在庫,備考
22,2100005865647,198000,SUZUKI ADDRESS 110,SUZUKI,EBJ-CE47A,2016,110,-,スクーター/ビッグスクーター,2157,3ヶ月,-,-,2023-08-28,草加店,0120-37-8190,['CE47A型／2016年モデル／トップケース！!']
23,2100005362627,118000,YAMAHA JOG,YAMAHA,JBH-SA55J,2017,50,銀,スクーター/ビッグスクーター,2793,3ヶ月,-,-,-,大阪東住吉店,0120-37-8190,"['2017年モデル', '！!']"
24,2100005932851,628000,HONDA フォルツァ,HONDA,2BK-MF13,2018,250,-,スクーター/ビッグスクーター,4258,5,-,-,-,GLOBO蘇我店,0120-37-8190,"['ＡＢＳ', '２０１８年モデル！!']"
25,2100004614499,2180000,KAWASAKI KZ650,KAWASAKI,KZ650B,1978,650,ルミナスバーントレッド,ネイキッド,2502,1ヶ月,2014-05,-,-,つくば絶版車館,029-721-8190,"['B2', 'ザッパー', '北米仕様！!']"
26,2100002366031,5480000,KAWASAKI Z1000MKⅡ！!,KAWASAKI,KZT00A,1979,1000,エボニー,ネイキッド,31356,1ヶ月,2020-05,-,-,つくば絶版車館,029-721-8190,[]
27,2100006127089,358000,HONDA PCX,HONDA,2BJ-JK05,2021,125,つや消し緑,スクーター/ビッグスクーター,4619,1,-,-,-,堺美原店,0120-37-8190,['2021年モデル！!']
28,2100005854603,928000,SUZUKI 【マル得車両】HAYABUSA 1300,SUZUKI,GX72A,2008,1300,黒,スポーツ/ツアラー,38799,3ヶ月,2008-08,-,2023-08-27,仙台店,0120-37-8190,['カスタムマフラー／2008年モデル！!']
29,2100006196405,998000,Harley-Davidson XL883R,Harley-Davidson,CKM,2012,883,黒,アメリカン/クルーザー,15248,3ヶ月,2012-02,2025-02-23,2023-10-22,名古屋みなと店,0120-37-8190,['バックレスト！!']
30,2100003936837,778000,HONDA GB350S ABS【マル得】2021年モデルのワンオーナー車・フルノーマル車両!！!,HONDA,2BL-NC59,2021,350,グレー,ネイキッド,749,7,2022-02,2025-02-23,2023-07-31,大阪東住吉店,0120-37-8190,[]
31,2100006027846,368000,KAWASAKI ER-4n グラマラスなボディと特徴的なフロントフェイスの絶版ネイキッド！初めての相棒としても扱いやすい1台!！!,KAWASAKI,EBL-ER400B,2012,400,黒,ネイキッド,21240,3ヶ月,2012-11,-,-,岡山店,0120-37-8190,[]
32,2100005114936,330000,HONDA クロスカブ110,HONDA,2BJ-JA45,2018,110,緑,ネイキッド,1389,1,-,-,2023-04-17,りんくうシークル店,0120-37-8190,"['2018年モデル', 'レンズガード', 'ナックルガード装備！!']"
33,2100005006262,390500,KAWASAKI 【並行輸入・新車】Ｗ１７５,KAWASAKI,BJHD1,2022,175,黒,ネイキッド,0,7,-,-,-,新横浜店,0120-37-8190,['ＡＢＳ！!']
34,2100005531863,1298000,KAWASAKI 【マル得】ZRX1200 DAEG,KAWASAKI,EBL-ZRT20D,2012,1200,黒,ネイキッド,18827,3ヶ月,2011-12,-,-,寝屋川店,0120-37-8190,"['2012年式モデル', '！!']"
35,2100005832991,498000,KAWASAKI ベルシス-X250,KAWASAKI,2BK-LE250D,2017,250,緑,ネイキッド,12766,3,-,-,2023-08-23,名古屋守山店,0120-37-8190,"['フォグランプ', 'サイドパニア', 'ABS！!']"
36,2100005961189,798000,HONDA ドリーム５０,HONDA,AC15,1997,50,銀,ネイキッド,6518,3ヶ月,-,-,2023-09-13,新横浜店,0120-37-8190,"['ＡＣ１５型', '１９９７年モデル', 'ノーマル', '！!']"
37,2100005976701,2198000,KAWASAKI ＺＥＰＨＹＲ１１００,KAWASAKI,ZRT10A,2005,1100,ブラック/シルバー,ネイキッド,17960,3ヶ月,2005-05,2025-04-24,2023-09-16,荒川沖店,0120-37-8190,"['後期型', '☆★Ｎｏｊｉｍａフルエキ・エンジンスライダー付き！★☆！!']"
38,2100006189124,1598000,Harley-Davidson Ｓｐｏｒｔｓｔｅｒ,Harley-Davidson,8BL-RH4,2022,1250,-,ネイキッド,2875,7,2022-05,2025-05-22,2023-10-21,草加店,0120-37-8190,"['Ｓ［ＲＨ１２５０Ｓ］', 'ワンオーナー/カスタムウィンカー！!']"
39,2100005919623,358000,YAMAHA トリシティ125A これからのバイクのカタチはこの1台でととのった！嬉しい低走行でこれからの季節を走り出そう♪！!,YAMAHA,2BL-SEC1J,2018,125,白,スクーター/ビッグスクーター,704,1,-,-,2023-09-07,京都伏見店,0120-37-8190,[]
40,2100006037777,398000,HONDA PCX160,HONDA,2BK-KF47,2021,160,白,スクーター/ビッグスクーター,9061,5,-,-,-,岡山店,0120-37-8190,['上質なボディと乗り味を誇るシティーコミューターの雄！いざという時に有料道路も乗れてバイクライフにの幅が広がります♪！!']
41,2100006040487,238000,HONDA スーパーカブ１１０プロ,HONDA,2BJ-JA42,2020,110,パープル/ホワイト,ネイキッド,5548,3ヶ月,-,-,-,八王子堀之内店,0120-37-8190,"['グリップヒーター装備！', 'インジェクションモデル！', 'ＪＡ４２モデル!！!']"
42,2100005930772,638000,HONDA レブル250,HONDA,2BK-MC49,2020,250,青,アメリカン/クルーザー,1909,7,-,-,-,名古屋守山店,0120-37-8190,"['ABS', 'SP忠男マフラー・サドルバッグ装備！!']"
43,2100005813372,162000,YAMAHA JOG 低走行・高年式でこれから長く乗っていただけます♪,YAMAHA,2BH-AY01,2021,50,艶消し緑,スクーター/ビッグスクーター,45,3,-,-,2023-08-20,広島店,0120-37-8190,['AY01！!']
44,2100005844321,368000,HONDA スーパーカブC125,HONDA,2BJ-JA48,2019,125,白青,ネイキッド,1320,1,-,-,2023-08-26,名古屋守山店,0120-37-8190,"['フルノーマル', 'スマートキー！!']"
45,2100006309300,498000,YAMAHA YZF-R25,YAMAHA,2BK-RG43J,2020,250,黒,スポーツ/ツアラー,7177,5,-,-,2023-11-10,仙台店,0120-37-8190,['マルチバー＆スマホホルダー装備／２０１８年モデル！!']
46,2100006023046,1880000,HONDA CB1100EX【ワンオーナー・フルノーマル・ファイナルエデション】！!,HONDA,EBL-SC65,2022,1100,黒,ネイキッド,3661,7,2022-09,2025-09-04,-,松山店,0120-37-8190,[]
47,2100006140170,698000,HONDA HORNET,HONDA,MC31,2006,250,青,ネイキッド,20253,3ヶ月,-,-,2023-10-13,新潟店,0120-37-8190,['２００６年モデル／ヘッドライト／ディスクローター（SUNSTAR）／前後タイヤ新品交換！!']
48,2100005280877,368000,HONDA グロム,HONDA,2BJ-JC75,2017,125,ホワイト,オフロード/モタード,5956,3ヶ月,-,-,-,秦野店,0120-37-8190,"['モリワキ製マフラー', 'シフトアップ製ハイコンプピストン＆シリンダーキット他カスタム！!']"
49,2100006090697,798000,YAMAHA BOLT C-Spec,YAMAHA,EBL-VN04J,2015,950,青,アメリカン/クルーザー,15368,1,2017-11,2025-01-23,2023-10-11,北九州店,0120-37-8190,"['ABS', 'PRUNUSマフラー', 'サイドバッグ', '！!']"
50,2100005704410,450000,HONDA CT125ハンターカブ,HONDA,2BJ-JA55,2020,125,赤,ネイキッド,969,1,-,-,2023-07-30,名古屋みなと店,0120-37-8190,['フルノーマル！!']
51,2100004924925,448000,YAMAHA YZF-R3,YAMAHA,2BL-RH13J,2018,320,黒,スポーツ/ツアラー,9870,5,2019-02,2025-01-16,-,岡崎店,0120-37-8190,"['320cc【マル得車両】', 'フェンダーレス！!']"
52,2100005470025,578000,YAMAHA セロー２５０,YAMAHA,JBK-DG17J,2010,250,ホワイトソリッド,オフロード/モタード,4310,3ヶ月,-,-,-,HUNT 木更津店,0120-37-8190,"['２０１０年モデル', 'ＦＩ車', 'リアキャリア！!']"
53,2100005897563,1088000,HONDA REBEL 1100 Dual Clutch Transmission,HONDA,8BL-SC83,2021,1100,黒,ネイキッド,10046,3,2021-12,2024-12-20,-,新潟店,0120-37-8190,['2021年モデル／ビキニカウル／リアボックス／サイドバッグ／エンジンガード／ETC標準装備！!']
54,2100005496025,368000,HONDA スーパーカブC125,HONDA,2BJ-JA48,2019,125,グレー,ネイキッド,9947,3ヶ月,-,-,2023-06-22,岡山店,0120-37-8190,['初代カブの様なレトロなスタイルにスマートキー等利便性を兼ね備えたモデル！便利なサイドバッグ装備!！!']
55,2100005959759,628000,YAMAHA ＳＲ４００,YAMAHA,EBL-RH03J,2010,400,赤,ネイキッド,24066,3ヶ月,2010-12,2025-03-02,2023-09-13,柏店,0120-37-8190,"['ＲＨ０３Ｊ型', '２０１０年モデル', '☆★パフォーマンスダンパー装備★☆！!']"
56,2100006020328,288000,KAWASAKI Z250,KAWASAKI,JBK-ER250C,2014,250,オレンジ,ネイキッド,28570,1,-,-,-,新潟店,0120-37-8190,['2014年モデル／BEETローダウンリンク／SP忠男スリップオンマフラー！!']
57,2100006149227,198000,HONDA Giorno,HONDA,JBH-AF77,2021,50,グレー,スクーター/ビッグスクーター,685,3,-,-,2023-10-14,仙台店,0120-37-8190,['フルノーマル／２０２１年モデル！!']
58,2100005832311,118000,HONDA タクト■２０１８年モデル・通勤通学やお買い物に便利なフロントバスケット付き■！!,HONDA,2BH-AF79,2018,50,ワインレッド,スクーター/ビッグスクーター,4041,1,-,-,2023-08-23,練馬店,0120-37-8190,[]
59,2100006035445,328000,HONDA 【スピード納車】ＰＣＸ１５０,HONDA,2BK-KF30,2018,150,ホワイト,スクーター/ビッグスクーター,13448,3,-,-,-,秦野店,0120-37-8190,"['ＡＢＳ', 'ＫＦ３０型', '２０１８年モデル！!']"
60,2100006090840,428000,HONDA スーパーカブＣ１２５,HONDA,2BJ-JA48,2019,125,-,ネイキッド,482,1,-,-,-,福生店,0120-37-8190,['アクセサリーバー・サイドバックサポート・サイドバック装備車両！!']
61,2100006237450,318000,HONDA クロスカブ１１０☆★グリップヒーター、タケガワマフラー装備★☆！!,HONDA,2BJ-JA45,2018,110,イエロー,ネイキッド,16857,3ヶ月,-,-,2023-10-29,柏店,0120-37-8190,[]
62,2100006037036,868000,KAWASAKI W800,KAWASAKI,EBL-EJ800A,2013,800,ガンメタ,ネイキッド,2042,1,2016-09,-,2023-09-25,仙台店,0120-37-8190,['エンジンガード／USBポート／2013年モデル！!']
63,2100006052671,328000,SUZUKI 【スピード納車】【マル得】ＧＳＸ２５０Ｒ,SUZUKI,2BK-DN11A,2019,250,黒,スポーツ/ツアラー,26170,1,-,-,-,平塚第2ショールーム,0120-37-8190,['２ＢＫ－ＤＮ１１Ａ型!！!']
64,2100006030129,278000,HONDA グロム コンパクトで躍動感溢れるボディとスポーティーな装備が揃った本格ミニバイク！便利なリアキャリア装備!！!,HONDA,EBJ-JC61,2015,125,黒,オフロード/モタード,2299,3ヶ月,-,-,2023-09-24,岡山店,0120-37-8190,[]
65,2100005565776,119000,HONDA 【スピード納車】【マル得】ジョルノ！2018年モデル!！!,HONDA,2BH-AF77,2018,50,茶,スクーター/ビッグスクーター,15961,3ヶ月,-,-,-,姫路店,0120-37-8190,[]
66,2100006145915,148000,YAMAHA JOG-7 ホンダエンジン搭載ジョグ!！!,YAMAHA,2BH-AY01,2021,50,白,スクーター/ビッグスクーター,3684,1,-,-,2023-10-14,茨木店,0120-37-8190,[]
67,2100005829717,158000,HONDA ジョルノ,HONDA,JBH-AF77,2018,50,-,スクーター/ビッグスクーター,3679,1,-,-,2023-08-23,GLOBO蘇我店,0120-37-8190,"['２０１８年モデル', 'フルノーマル！!']"
68,2100005587051,278000,HONDA ＣＢＲ２５０Ｒ,HONDA,JBK-MC41,2011,250,トリコ,スポーツ/ツアラー,18243,3ヶ月,-,-,-,世田谷本店,0120-37-8190,"['モリワキマフラー・前期モデル', 'マル得！!']"
69,2100005773119,748000,KAWASAKI W400,KAWASAKI,BC-EJ400A,2008,400,銀,ネイキッド,減算車,3ヶ月,2009-01,2025-04-04,2023-08-12,前橋インター店,0120-37-8190,"['2008年モデル', 'ナサートマフラー', 'エンジンガード', 'サイドバッグ', 'USB等装備！!']"
70,2100006179651,888000,HONDA CBR650R,HONDA,2BL-RH03,2019,650,赤,スポーツ/ツアラー,6670,5,2019-04,2024-04-04,-,岡山店,0120-37-8190,['アーバンシーンでの操る歓びを具現化させたミドルクラスレプリカ！安心感有るワンオーナー!！!']
71,2100006039245,1100000,HONDA レブル1100 黒を基調とした重厚感溢れるスタイルにクラッチ操作仕様でよりアクティブなクルーザー生活を！標準装備、アクセサリ満載＆車検付きワンオーナー車☆！!,HONDA,8BL-SC83,2021,1100,黒,ネイキッド,2206,7,2022-11,2025-11-20,2023-09-25,京都伏見店,0120-37-8190,[]
72,2100006213843,368000,HONDA ＰＣＸ１２５,HONDA,EBJ-JF28,2021,125,白,スクーター/ビッグスクーター,52,3,-,-,2023-10-25,世田谷本店,0120-37-8190,['バックレスト装備！!']
73,2100005705387,248000,HONDA 【スピード納車】グロム,HONDA,EBJ-JC61,2014,125,ホワイト,オフロード/モタード,14837,3ヶ月,-,-,-,相模大野店,0120-37-8190,"['２０１４年モデル', 'ノーマル！!']"
74,2100006192988,278000,HONDA GROM,HONDA,2BJ-JC75,2017,125,マットアクシスグレーメタリック,オフロード/モタード,14100,3ヶ月,-,-,2023-10-22,綾瀬店,0120-37-8190,"['2017年モデル', 'アンダーカウル/Rキャリア/アルミレバー装備！!']"
75,2100006154740,278000,HONDA スーパーカブ110,HONDA,2BJ-JA44,2018,110,白,ネイキッド,971,1,-,-,2023-10-15,甲府店,0120-37-8190,['フルノーマル！/2018年モデル！/JA44型!！!']
76,2100006111200,1828000,KAWASAKI Z H2,KAWASAKI,2BL-ZRT00K,2021,1000,黒,アメリカン/クルーザー,12288,3,2021-06,2024-06-23,-,堺美原店,0120-37-8190,['2021年式！!']
77,2100003144195,4598000,KAWASAKI Ｚ-Ⅰ,KAWASAKI,Z1F,1975,900,キャンディブルー,ネイキッド,30880,1ヶ月,2019-09,-,-,茅ヶ崎絶版車館,046-755-5552,"['逆輸入', '１９７５年モデル', 'Ｚ１Ｂ', 'ケイヒン製ＣＲキャブレター・ＰＣＭ製オイルクーラー等カスタム！!']"
78,2100006104806,258000,YAMAHA TRICITY 125 ABS,YAMAHA,EBJ-SE82J,2015,125,黒,スクーター/ビッグスクーター,6386,3ヶ月,-,-,2023-10-07,草加店,0120-37-8190,['2015年モデル／SE82J型／カスタムサイレンサー／カスタムシート！!']
79,2100005421331,1640000,HONDA CBR1000RR,HONDA,2BL-SC77,2017,1000,赤／黒,スポーツ/ツアラー,17983,3,2018-04,2025-04-05,-,岡崎店,0120-37-8190,"['ワンオーナー', 'エンジンスライダー装着！!']"
80,2100005619257,138000,HONDA ジョルノ,HONDA,JBH-AF77,2016,50,茶,スクーター/ビッグスクーター,10181,3ヶ月,-,-,2023-07-15,大阪東住吉店,0120-37-8190,['2016年モデル！!']
81,2100004943179,898000,HONDA CB1300Super Four,HONDA,SC40,2000,1300,フォースシルバーメタリック,ネイキッド,23380,3ヶ月,2001-04,2024-04-24,-,つくば絶版車館,029-721-8190,"['SC40', 'スペンサー！!']"
82,2100004775831,478000,HONDA MONKEY（モンキー）,HONDA,Z50J,2004,50,赤白黒,ネイキッド,1509,3ヶ月,-,-,2023-11-01,東松山店,0120-37-8190,['2004年モデル／キャブレター／CBXカラー／ホワイトリボンタイヤ♪！!']
83,2100005991841,978000,Harley-Davidson XL883R スポーツスター キャブ車 テーパードマフラー装備・S&Sエアクリ・ドラッグバースタイル！!,Harley-Davidson,CKM,2005,883,ダークブラウンメタリック,アメリカン/クルーザー,12347,3ヶ月,2005-07,2025-03-16,2023-09-18,盛岡店,0120-37-8190,[]
84,2100006189766,398000,SUZUKI ジクサー２５０,SUZUKI,2BK-ED22B,2021,250,マットブラックＭ,ネイキッド,735,7,-,-,-,藤沢店,0120-37-8190,"['２０２１年モデル', 'ワンオーナー！!']"
85,2100005603140,2950000,KAWASAKI ５００ＳＳ,KAWASAKI,KAF,1973,500,キャンディグリーン,ネイキッド,31068,1ヶ月,2022-07,2025-07-24,-,茅ヶ崎絶版車館,046-755-5552,"['マッハ３', '１９７３年Ｈ１Ｄ', '逆輸入', 'デンコーチャンバー装備！!']"
86,2100006243857,238000,HONDA PCX 2017年モデル/ノーマル/タイヤ前後新品交換！!,HONDA,EBJ-JF56,2017,125,白,スクーター/ビッグスクーター,7556,3ヶ月,-,-,-,東大阪店,0120-37-8190,[]
87,2100005245654,220000,HONDA ズーマー,HONDA,JBH-AF58,2011,50,黒,スクーター/ビッグスクーター,5638,3ヶ月,-,-,2023-05-11,名古屋みなと店,0120-37-8190,['2011年モデル！!']
88,2100006169799,164000,YAMAHA JOG,YAMAHA,2BH-AY01,2021,50,灰色,スクーター/ビッグスクーター,2446,1,-,-,2023-10-18,神戸伊川谷店,0120-37-8190,"['2021年モデル', 'とってもきれいなノーマル車両です！!']"
89,2100005466943,498000,HONDA CB250R ,HONDA,2BK-MC52,2019,250,黒,ネイキッド,5762,5,-,-,2023-06-17,岡山店,0120-37-8190,['軽量な車体に瞬発力のある走りが魅力の1台！レトロな雰囲気の中に潜むスポーティーさが人気の理由です!！!']
90,2100005040198,728000,HONDA ＣＢＲ６５０Ｆ,HONDA,EBL-RC83,2014,650,ブラック,スポーツ/ツアラー,16762,1,2017-01,-,-,相模大野店,0120-37-8190,"['２０１４年モデル', 'ヘルメットホルダー装備！!']"
91,2100005225830,568000,YAMAHA TW225E,YAMAHA,BA-DG09J,2007,225,ビビッドオレンジメタリック２,オフロード/モタード,3627,3ヶ月,-,-,-,つくば絶版車館,029-721-8190,"['20th Anniversary Sp. Edition', 'ライトカスタム！!']"
92,2100005736565,168000,HONDA ジョルノ,HONDA,2BH-AF77,2018,50,-,スクーター/ビッグスクーター,2948,1,-,-,2023-08-05,京都松井山手店,0120-37-8190,"['2018年モデル', 'AF77型', 'おしゃれなデザイン、毎日のパートナーに。！!']"
93,2100004679092,368000,HONDA ＰＣＸ１２５,HONDA,2BJ-JK05,2021,125,マットシルバー,スクーター/ビッグスクーター,7477,3ヶ月,-,-,-,GLOBO蘇我店,0120-37-8190,"['ＡＢＳ', '２０２１年モデル！!']"
94,2100005988223,368000,YAMAHA YZF-R25,YAMAHA,2BK-RG43J,2019,250,マットブラック,スポーツ/ツアラー,28036,1,-,-,2023-09-17,東大阪店,0120-37-8190,['2019年モデル/ノーマル！!']
95,2100005975780,289000,KAWASAKI Z250【Giviのリヤボックス付き☆】！!,KAWASAKI,JBK-ER250C,2014,250,白,ネイキッド,13980,1,-,-,-,太宰府店,0120-37-8190,[]
96,2100005938846,278000,HONDA 【マル得車両】GROM,HONDA,2BJ-JC75,2017,125,白,オフロード/モタード,8599,3ヶ月,-,-,2023-09-10,仙台店,0120-37-8190,['ノーマル車両／2017年モデル！!']
97,2100005888059,1898000,KAWASAKI ZEPHYR 750 Final Edition,KAWASAKI,BC-ZR750C,2007,750,火の玉,ネイキッド,31762,3ヶ月,2007-04,2024-09-05,-,小山店,0120-37-8190,"['2007年式', '社外マフラー', 'リアフェンダーレス！!']"
98,2100006144246,138000,HONDA タクト【ノーマル車両・人気のブラック☆】！!,HONDA,JBH-AF79,2019,50,黒,スクーター/ビッグスクーター,3091,1,-,-,-,小倉店,0120-37-8190,[]
99,2100005669672,528000,SUZUKI V-Strom 250【ロングツーリング等におすすめ２５０ｃｃ☆】！!,SUZUKI,2BK-DS11A,2021,250,黒赤,オフロード/モタード,720,7,-,-,-,太宰府店,0120-37-8190,[]
100,2100006262322,188000,YAMAHA AXIS Z,YAMAHA,2BJ-SED7J,2019,125,黒,スクーター/ビッグスクーター,5925,3ヶ月,-,-,-,東大阪店,0120-37-8190,['2019年モデル/バックレスト！!']
101,2100005063111,1100000,HONDA ●CB1300 SUPER FOUR,HONDA,EBL-SC54,2009,1300,白,ネイキッド,38437,3ヶ月,2009-07,2024-04-27,-,草加店,0120-37-8190,['2009年モデル／ゲイルスピードホイール／ノジマ製チタンマフラー／アクティブ製エンジンガード／バックステップ／チェーンカバーカスタム！!']
102,2100005761109,98000,HONDA ジョルノ【マル得車輌】スタイルやカラーが可愛いスクーター!！!,HONDA,JBH-AF70,2011,50,パールコットンアイボリー,スクーター/ビッグスクーター,7426,3ヶ月,-,-,-,久留米店,0120-37-8190,[]
103,2100006071672,428000,HONDA CB250R,HONDA,2BK-MC52,2019,250,赤,ネイキッド,19302,3,-,-,2023-10-01,前橋インター店,0120-37-8190,"['2019年モデル', 'モリワキスリップオンマフラー装備！!']"
104,2100005189453,1395000,HONDA CB1100RS【アールズギアフルエキ装備！】！!,HONDA,2BL-SC65,2017,1100,黒,ネイキッド,13488,3,2017-11,2024-12-16,-,福岡店,0120-37-8190,[]
105,2100005800945,128000,HONDA TACT,HONDA,2BH-AF79,2018,50,-,スクーター/ビッグスクーター,4380,1,-,-,-,草加店,0120-37-8190,"['ベーシック', 'フルノーマル', '通勤や通学に！!']"
106,2100005662369,720000,HONDA CRF250ラリー,HONDA,2BK-MD47,2021,250,レッド,オフロード/モタード,5627,5,-,-,-,岡山店,0120-37-8190,['タンク容量も増え更に航続距離を伸ばしたアドベンチャーモデル!！!']
107,2100005747905,228000,HONDA 【11月限定プライス】GROM,HONDA,EBJ-JC61,2015,125,黄色,オフロード/モタード,13335,3ヶ月,-,-,2023-08-07,東大阪店,0120-37-8190,"['2015年式モデル', 'タイヤ前後交換！!']"
108,2100005810319,268000,YAMAHA NMAX,YAMAHA,EBJ-SE86J,2016,125,マットグレー,スクーター/ビッグスクーター,3068,3ヶ月,-,-,2023-08-19,金沢店,0120-37-8190,"['【マル得】', '2016年モデル／丸形ミラー／ワンオーナー！!']"
109,2100005756365,568000,YAMAHA ＸＪ６Ｎ,YAMAHA,RJ195,2010,600,ﾆｭｰﾊﾟｰﾙﾎﾜｲﾄ,ネイキッド,6402,3ヶ月,2010-10,-,-,藤沢店,0120-37-8190,"['プレスト正規輸入', 'ＧＩＶＩ製スクリーン装備！!']"
110,2100005580328,1050000,HONDA CB400 SUPER FOUR,HONDA,2BL-NC42,2019,400,黒,ネイキッド,10996,3,2020-04,2025-04-27,2023-07-08,名古屋みなと店,0120-37-8190,['2019年モデル！!']
