,id,価格,車両名,メーカー,型式番号,モデル年,排気量,色,タイプ,走行距離,保証期間,初年度登録年月,次回車検,入荷日,在庫店舗,店舗在庫,備考
14,2100004216785,417000,HONDA クロスカブ110【マル得】,HONDA,JA60,2022,110,グレー,ネイキッド,61,3,-,-,-,バイク王バイクコンシェルジュ　バイクワールド土山店,078-944-7918,['かわいいカラー！普段の足にいかがでしょうか!！!']
15,2100004867949,1648000,Harley-Davidson Street Glide [ FLHX1690 ]■マンババックギヤ■メッキホイール■ラインハートマフラー&ＰＭエンド■ＲＳＤエアクリーナー■ロアフェアリング！!,Harley-Davidson,KBM,2012,1690,ビビッドブラック,アメリカン/クルーザー,減算車,3ヶ月,2012-08,-,-,Beat&C 福岡マリナ店,0120-37-8190,[]
16,2100005973960,728000,BMW Ｆ７００ＧＳ,BMW,F700GS,2014,800,グレー,ネイキッド,16966,1,2014-08,2024-08-01,-,小牧店,0120-37-8190,"['ローダウン', 'エンジンガード', 'ナックルガード', 'リアキャリア', 'スマホホルダー付き！!']"
17,2100005557795,318000,KAWASAKI Ｚ１２５ＰＲＯ,KAWASAKI,2BJ-BR125H,2021,125,ブラック,ネイキッド,779,3,-,-,2023-07-03,柏店,0120-37-8190,"['フルノーマル車', '☆★低走行で綺麗な一台★☆！!']"
18,2100005957229,348000,HONDA PCX,HONDA,2BJ-JK05,2021,125,艶消し水色,スクーター/ビッグスクーター,15737,3ヶ月,-,-,2023-09-12,岡山店,0120-37-8190,['更に充実した機能で進化したコミューターの決定版!！!']
19,2100006126723,2248000,HONDA ＣＢＲ１０００ＲＲ－Ｒ,HONDA,2BL-SC82,2020,1000,グランプリレッド,スポーツ/ツアラー,4695,5,2021-07,2024-07-25,-,新横浜店,0120-37-8190,"['ＳＰ', '純正オプションエンジンスライダー', 'アクティブ製フェンダーレス！!']"
20,2100006228489,388000,HONDA PCX,HONDA,2BJ-JK05,2023,125,黒,スクーター/ビッグスクーター,30,3,-,-,2023-10-28,前橋インター店,0120-37-8190,"['JK05型', '2023年モデル', 'ポセイドンブラックメタリック！!']"
21,2100005984812,458000,KAWASAKI Z250,KAWASAKI,2BK-EX250P,2020,250,黒,ネイキッド,10107,3,-,-,2023-09-17,市川店,0120-37-8190,"['EX250P型', '前後ドライブレコーダー装備!！!']"
22,2100006121407,368000,HONDA FTR,HONDA,BA-MC34,2003,223,水色,オフロード/モタード,3435,3ヶ月,-,-,2023-10-09,長野店,0120-37-8190,['2003年モデル／外装載せ替え／前後タイヤ新品交換いたします。グリップヒーター／キャブレターモデル！!']
23,2100004900615,1798000,HONDA ＣＢＲ６００ＲＲ,HONDA,2BL-PC40,2021,600,赤,スポーツ/ツアラー,1302,7,2021-07,-,-,GLOBO蘇我店,0120-37-8190,"['シングルシートカウル', '２０２１年モデル！!']"
24,2100005887120,648000,HONDA 【スピード納車】ＧＢ３５０Ｓ,HONDA,2BL-NC59,2022,350,黒,ネイキッド,2059,7,2022-10,2025-10-18,2023-09-02,相模大野店,0120-37-8190,"['２０２２年モデル', 'ワンオーナー車両', 'デイトナ製マルチウイングキャリア装備！!']"
25,2100005869874,448000,HONDA 【スピード納車】モンキー125,HONDA,2BJ-JB03,2022,125,ブルー,ネイキッド,4906,1,-,-,2023-08-29,入間店,0120-37-8190,['☆JB03型／ノーマル車両／2022年モデル☆！!']
26,2100005805506,528000,SUZUKI Vストローム250,SUZUKI,2BK-DS11A,2022,250,青,オフロード/モタード,1723,7,-,-,2023-08-19,山口店,0120-37-8190,"['USB電源', '高い視線からの景色がサイコー【マル得】！!']"
27,2100005941204,315000,HONDA CROSS CUB（クロスカブ）110,HONDA,2BJ-JA45,2021,110,カーキ,ネイキッド,1724,3,-,-,2023-09-10,東松山店,0120-37-8190,['2021年モデル／フルノーマル／インジェクションモデル／バッテリー新品交換！!']
28,2100006236071,448000,HONDA レブル250,HONDA,2BK-MC49,2021,250,青,アメリカン/クルーザー,29560,1,-,-,2023-10-29,広島店,0120-37-8190,"['ドラレコ', 'リアキャリア', 'エンジンガード！!']"
29,2100005748506,348000,HONDA スーパーカブC125,HONDA,2BJ-JA48,2019,125,ブルー,ネイキッド,315,1,-,-,-,入間店,0120-37-8190,['☆低走行／2019年モデル／ノーマル車両☆！!']
30,2100005873659,988000,YAMAHA TMAX530,YAMAHA,2BL-SJ15J,2017,530,青,スクーター/ビッグスクーター,16901,3,2017-04,2024-04-06,-,新潟店,0120-37-8190,['2017年モデル／リアキャリア／リアボックス！!']
31,2100006281170,156000,HONDA Giorno,HONDA,2BH-AF77,2018,50,茶色,スクーター/ビッグスクーター,5472,3ヶ月,-,-,2023-11-05,広島店,0120-37-8190,['車体が軽く取り回しがしやすい初めてのバイクにぴったり!！!']
32,2100003572257,470000,YAMAHA 【マル得】ＹＺＦ－Ｒ３,YAMAHA,2BL-RH13J,2018,320,青,スポーツ/ツアラー,9189,5,2018-10,-,-,名古屋みなと店,0120-37-8190,['ＷＲ’Ｓスリップオンマフラー／マルチバー！!']
33,2100006020557,1098000,HONDA CB1100,HONDA,EBL-SC65,2012,1100,黒,ネイキッド,4166,3ヶ月,2013-09,2024-06-28,2023-09-23,仙台店,0120-37-8190,['ＵＳＢ電源／ビキニカウル装備／２０１２年モデル！!']
34,2100006098174,288000,HONDA CROSS CUB 110（クロスカブ）／くまモン仕様／ENDURANCE製フルエキマフラー／ベトナムキャリア装備！!,HONDA,2BJ-JA45,2020,110,マットブラック,ネイキッド,2019,1,-,-,-,上尾店,0120-37-8190,[]
35,2100005428071,1378000,BMW R nine T Urban G/S【ABS・ETC・ｸﾞﾘｯﾌﾟﾋｰﾀｰ標準装備】！!,BMW,2BL-R12JB,2017,1170,白,ネイキッド,11455,3,2018-09,-,2023-06-10,太宰府店,0120-37-8190,[]
36,2100006103731,1750000,Harley-Davidson ＸＬ１２００Ｖセブンティツー■Ｋ＆Ｈ製ソロシート■バンス＆ハインズ製サイレンサー■アップハンドル！!,Harley-Davidson,LF3,2015,1200,ブルーフレーク,アメリカン/クルーザー,5656,1,2014-10,2025-06-27,-,Beat&C 世田谷店,03-6432-3480,[]
37,2100005663366,638000,HONDA GB350,HONDA,2BL-NC59,2021,350,青,ネイキッド,2682,7,2021-09,2024-09-20,-,堺美原店,0120-37-8190,['2021年モデル！!']
38,2100005375290,408000,HONDA モンキー１２５,HONDA,2BJ-JB02,2019,125,レッド,ネイキッド,11376,3ヶ月,-,-,-,柏店,0120-37-8190,"['フルノーマル車', '☆★前後タイヤ・バッテリー新品交換サービス対象車！★☆！!']"
39,2100005939799,178000,HONDA ＤＩＯ１１０,HONDA,EBJ-JF58,2015,110,ネイビー,スクーター/ビッグスクーター,12035,3ヶ月,-,-,2023-09-10,八王子堀之内店,0120-37-8190,"['メッシュシートカバー！', 'アイドリングストップ機能標準装備！', 'ＪＦ５８モデル!！!']"
40,2100006244342,398000,HONDA PCX（ABS）,HONDA,2BJ-JK05,2022,125,赤,スクーター/ビッグスクーター,4567,1,-,-,-,東松山店,0120-37-8190,['2022年モデル／JK05型／ロングスクリーン装備／インジェクションモデル！!']
41,2100006178999,388000,SUZUKI GSX250R！ｽｽﾞｷのﾌﾙｶｳﾙｽﾎﾟｰﾂ！初めてのﾊﾞｲｸにもｵｽｽﾒ!！!,SUZUKI,2BK-DN11A,2021,250,青,スポーツ/ツアラー,5034,5,-,-,2023-10-20,姫路店,0120-37-8190,[]
42,2100006296495,598000,YAMAHA ＸＭＡＸ,YAMAHA,2BK-SG42J,2018,250,-,スクーター/ビッグスクーター,10815,3,-,-,2023-11-08,柏店,0120-37-8190,"['ＡＢＳ', '☆★カスタム多数！一見の価値あり★☆！!']"
43,2100006179620,798000,YAMAHA XJR400R,YAMAHA,BC-RH02J,2003,400,シルバー,ネイキッド,19262,3ヶ月,2003-12,2024-07-07,2023-10-20,岡山店,0120-37-8190,['ミドルクラスの枠を超えた上質感と存在感！空冷最速を目指した絶版ネイキッド！！!']
44,2100006195712,294000,SUZUKI 【マル得】GSR250,SUZUKI,GJ55D,2015,250,青,ネイキッド,3526,1,-,-,-,東大阪店,0120-37-8190,"['2015年式モデル', 'バッテリー新品交換/USB電源/マルチバー！!']"
45,2100005861793,678000,KAWASAKI W400,KAWASAKI,BC-EJ400A,2007,400,-,ネイキッド,30787,3ヶ月,2007-06,-,2023-08-28,府中店,0120-37-8190,['カスタムウインカー！!']
46,2100006006667,428000,SUZUKI ジクサー250SF,SUZUKI,2BK-ED22B,2020,250,青,ネイキッド,882,5,-,-,2023-09-21,市川店,0120-37-8190,"['USB電源', 'マルチバー', 'リアキャリア装備！!']"
47,2100005334006,568000,HONDA FORZA,HONDA,2BK-MF13,2018,250,黒,スクーター/ビッグスクーター,1693,5,-,-,-,上熊本店,0120-37-8190,"['タケガワマフラ―', 'メットホルダー装備', 'スマートキー！!']"
48,2100005452892,668000,HONDA ＧＢ３５０Ｓ,HONDA,2BL-NC59,2021,350,灰色,ネイキッド,3609,7,2022-07,-,-,GLOBO蘇我店,0120-37-8190,"['ＡＢＳ', 'バーエンドミラー！!']"
49,2100006165005,178000,YAMAHA E-ビーノ,YAMAHA,ZAD-SY11J,2015,50,ホワイトメタリック,スクーター/ビッグスクーター,259,3ヶ月,-,-,-,横浜上郷店,0120-37-8190,"['2015年モデル', '！!']"
50,2100006140590,358000,HONDA クロスカブ１１０,HONDA,JA60,2022,110,緑,ネイキッド,328,3,-,-,2023-10-13,平塚店,0120-37-8190,"['２０２２年モデル', 'マルチバー', 'ＵＳＢ装備！!']"
51,2100006144208,165000,YAMAHA VINO,YAMAHA,2BH-AY02,2019,50,紺,スクーター/ビッグスクーター,536,1,-,-,2023-10-14,広島店,0120-37-8190,['レトロチックな見た目で可愛い原付!！!']
52,2100005852043,1730000,HONDA 【バッテリー新品交換対象】CBR1000RR Champion Special,HONDA,EBL-SC59,2015,1000,レプソル,スポーツ/ツアラー,14801,1,2016-01,2024-09-05,-,インターパーク宇都宮店,0120-37-8190,['レブソルカラー！!']
53,2100006059649,1068000,YAMAHA ＭＴ－０９,YAMAHA,2BL-RN52J,2017,900,-,ネイキッド,13292,3,2017-03,2024-03-24,-,福生店,0120-37-8190,['PRUNUSフルエキマフラー・パフォーマンスダンパー・カスタムシート装備車両！!']
54,2100006049824,1548000,KAWASAKI ZEPHYR χ,KAWASAKI,ZR400C,2008,400,黒,ネイキッド,110,3ヶ月,2009-03,-,-,仙台店,0120-37-8190,['NGKプラグコード／2008年モデル！!']
55,2100004509887,568000,HONDA シャドウカスタム400 【マル得】,HONDA,EBL-NC45,2009,400,-,アメリカン/クルーザー,16032,3ヶ月,2010-02,-,-,浜松店,0120-37-8190,['☆サドルバッグサポート装備☆！!']
56,2100006192070,408000,HONDA モンキー１２５,HONDA,2BJ-JB02,2019,125,青,ネイキッド,1420,1,-,-,2023-11-06,小牧店,0120-37-8190,"['ミラーカスタム', 'リアキャリア・防犯アラーム付き', '２０１９年モデル！!']"
57,2100006231274,210000,YAMAHA 【スピード納車】アクシスZ,YAMAHA,2BJ-SED7J,2022,125,黒,スクーター/ビッグスクーター,5021,1,-,-,2023-10-28,上熊本店,0120-37-8190,['2022年式車両！!']
58,2100006046007,613640,YAMAHA XJR1300 RP03Ｊ型 キャブレター車！!,YAMAHA,BC-RP03J,2000,1300,銀,ネイキッド,33542,3ヶ月,2000-08,2024-11-15,2023-09-26,那覇店,0120-37-8190,[]
59,2100006193527,1548000,KAWASAKI Ｚ９００ＲＳ,KAWASAKI,2BL-ZR900C,2021,950,ブラック／シルバー,ネイキッド,3256,7,2020-11,-,2023-10-22,相模大野店,0120-37-8190,"['ワンオーナー', 'ヨシムラスリップオンマフラー', '前後ドラレコ装備！!']"
60,2100005670388,758000,YAMAHA MT-07 ABS搭載モデルマフラー、スクリーン等カスタム車両！!,YAMAHA,2BL-RM19J,2019,700,黒,ネイキッド,5289,5,2020-06,-,-,伊丹店,0120-37-8190,[]
61,2100005330848,1098000,Ducati モンスター１２００,Ducati,ZDMM603JAEB,2015,1200,赤,ネイキッド,2419,1,2018-08,-,-,世田谷本店,0120-37-8190,['ＳＣプロジェクト製サイレンサー！!']
62,2100005698771,648000,YAMAHA セロー250 2020年インジェクションモデル大型リアキャリア装備！!,YAMAHA,2BK-DG31J,2020,250,-,オフロード/モタード,2483,5,-,-,-,伊丹店,0120-37-8190,[]
63,2100005999373,248000,HONDA エイプ１００ マフラーペイント！!,HONDA,BC-HC07,2004,100,青,ネイキッド,3321,3ヶ月,-,-,2023-09-19,一宮店,0120-37-8190,[]
64,2100005963879,188000,HONDA リトルカブ,HONDA,JBH-AA01,2016,50,緑,ネイキッド,7625,3ヶ月,-,-,2023-09-14,岡山店,0120-37-8190,['軽く小回りが利き燃費も良い車体は日常使いの強い味方！始動しやすいインジェクションモデル!！!']
65,2100005979825,238000,HONDA フォルツァX,HONDA,BA-MF08,2004,250,黒,スクーター/ビッグスクーター,14172,3ヶ月,-,-,2023-09-16,神戸伊川谷店,0120-37-8190,['2004年モデル！アルミステップ・シートカスタム!！!']
66,2100005880664,440000,HONDA 【並行輸入・新車】DAX（ダックス125）,HONDA,8BJ-JB04,2023,125,GREY,ネイキッド,0,3,-,-,-,東松山店,0120-37-8190,['ABS／未使用車！!']
67,2100005491853,1538000,KAWASAKI ＮＩＮＪＡ１０００ＳＸ,KAWASAKI,2BL-ZXT02K,2023,1000,黒,スポーツ/ツアラー,26,7,2023-03,2026-03-08,-,平塚第2ショールーム,0120-37-8190,"['２０２３年モデル', 'フルノーマル', 'フルカラーＴＦＴ液晶メーター標準装備!！!']"
68,2100006144550,838000,KAWASAKI ZX-25R SE,KAWASAKI,2BK-ZX250E,2021,250,黒/赤,スポーツ/ツアラー,3522,7,-,-,2023-10-14,市川店,0120-37-8190,"['ノーマル ', 'クォーターマルチ！', '2021年モデル', '！!']"
69,2100006168457,828000,HONDA CB1100【スペシャルエディションモデル・エンジンガード装備】！!,HONDA,EBL-SC65,2011,1100,紺,ネイキッド,27586,3ヶ月,2011-07,2024-07-24,2023-10-18,松山店,0120-37-8190,[]
70,2100005181433,728000,HONDA SHADOW 750,HONDA,BC-RC44,2012,750,ブラック／シルバー,アメリカン/クルーザー,29629,3ヶ月,2012-04,2025-04-11,-,上尾店,0120-37-8190,['サイドバック＆エンジンガード＆バックレスト／Deflectorスクリーン！!']
71,2100004120655,1198000,HONDA ＣＢ４００スーパーボルドール,HONDA,2BL-NC42,2019,400,ダークネスブラックメタリック,スポーツ/ツアラー,6502,5,2021-02,2024-02-18,-,HUNT 木更津店,0120-37-8190,"['ＶＴＥＣ', 'Ｒｅｖｏ', '２０１９年モデル', 'ワンオーナー', 'ＥＴＣ２．０＆グリップヒーター標準装備', 'エンジンガード！!']"
72,2100003964281,660000,HONDA レブル250 Sエディション【マル得車両】2021年モデル,HONDA,2BK-MC49,2021,250,青,アメリカン/クルーザー,4132,7,-,-,-,岡崎店,0120-37-8190,['盗難アラーム装備！!']
73,2100005687911,728000,KAWASAKI NINJA650ABS,KAWASAKI,2BL-ER650H,2017,650,-,スポーツ/ツアラー,16688,3,2017-05,2024-05-29,-,伊丹店,0120-37-8190,['2017年モデル！USBポート・エンジンスライダー・フェンダーレスカスタム！メインキー2本あり!！!']
74,2100006153064,2100000,Harley-Davidson ＦＸＦＢＳ１８７０ファットボブ■２０１８年モデル！ワンオーナー車■ヒートシールド付き！!,Harley-Davidson,2BL-STK,2018,1870,ガンメタ,アメリカン/クルーザー,7997,5,2018-12,-,-,Beat&C 世田谷店,03-6432-3480,[]
75,2100005908634,278000,HONDA APE 50 Deluxe,HONDA,BA-AC16,2001,50,黒赤,ネイキッド,5604,3ヶ月,-,-,2023-09-04,金沢店,0120-37-8190,['RPM管フルエキマフラー／キャブ／2001年モデル／前後タイヤ新品交換！!']
76,2100005131094,1750000,Harley-Davidson ＦＬＨＸ１６９０ストリートグライド■マンバ製バックギア■デタッチャブルバックレスト！!,Harley-Davidson,KBM,2014,1690,ビビットブラック,アメリカン/クルーザー,12700,1,2014-04,2024-08-22,-,Beat&C 世田谷店,03-6432-3480,[]
77,2100006120837,598000,YAMAHA XJR1300,YAMAHA,BC-RP03J,2003,1300,-,ネイキッド,39617,3ヶ月,2003-07,-,2023-10-09,草加店,0120-37-8190,['2003年式／RP03J型／ノーマル！!']
78,2100005869270,250000,HONDA DIO１１０【マル得車両】ロングスクリーン,HONDA,2BJ-JK03,2023,110,-,スクーター/ビッグスクーター,303,3,-,-,2023-08-29,府中店,0120-37-8190,['トップケース！!']
79,2100006228311,1548000,KAWASAKI Z900RS 名車「Z1」の存在感と情熱を思わせる火の玉カラー！ABS等の充実機能は大型デビューにもオススメ!！!,KAWASAKI,2BL-ZR900C,2021,950,火の玉,ネイキッド,9355,5,2019-04,2024-04-15,2023-10-28,岡山店,0120-37-8190,[]
80,2100004164239,428000,SUZUKI ジクサー２５０ＳＦ,SUZUKI,ED22B,2020,250,銀,ネイキッド,8547,5,-,-,-,豊橋店,0120-37-8190,"['2020年モデル', 'マルチバー装備！!']"
81,2100005211116,559000,YAMAHA ドラッグスタークラシック400,YAMAHA,BC-VH01J,2004,400,青,アメリカン/クルーザー,減算車,3ヶ月,2004-01,-,-,広島店第2ショールーム,0120-37-8190,"['【決算CP実施中】', '2004年モデル', 'VH01J型', '！!']"
82,2100006281132,598000,HONDA レブル２５０,HONDA,2BK-MC49,2020,250,ベージュ,アメリカン/クルーザー,373,5,-,-,2023-11-05,静岡店,0120-37-8190,"['２０２０年モデル', '１ポートＵＳＢ装備', 'ワンオーナー', '走行距離３７３ｋｍ!！!']"
83,2100006136593,258000,HONDA ＤＩＯ１１０,HONDA,2BJ-JK03,2023,110,紺,スクーター/ビッグスクーター,1378,3,-,-,2023-10-12,新横浜店,0120-37-8190,"['２０２３年モデル', 'ＬＥＤヘッドライトバルブ', 'スマートキー！!']"
84,2100006222159,568000,YAMAHA セロー250,YAMAHA,JBK-DG17J,2017,250,ベージュ,オフロード/モタード,1542,3,-,-,2023-10-27,前橋インター店,0120-37-8190,"['2017年モデル', 'ツーリングセロー仕様', 'GIVI製リアボックス装備！!']"
85,2100006192544,428000,HONDA CT125 HUNTER Cub,HONDA,8BJ-JA65,2023,125,艶消しガンメタ,ネイキッド,7,3,-,-,2023-10-22,広島店,0120-37-8190,['日々の通勤やキャンプなどの趣味に幅広く遊べる原付２種!！!']
86,2100005932097,138000,YAMAHA VINO,YAMAHA,2BH-AY02,2021,50,水色,スクーター/ビッグスクーター,12565,3ヶ月,-,-,2023-09-09,東大阪店,0120-37-8190,['2021年モデル/ノーマル！!']
87,2100006158557,748000,HONDA ＣＢＲ４００Ｒ,HONDA,2BL-NC56,2022,400,-,スポーツ/ツアラー,5083,5,2022-02,2025-02-14,2023-10-16,福生店,0120-37-8190,['モデルイヤー２０２２年・フルノーマル車両！!']
88,2100001460464,8580000,KAWASAKI ZⅡ Z2A！!,KAWASAKI,Z2F,1974,750,キャンディトーンブラウン/オレンジ,ネイキッド,2287,1ヶ月,1974-06,-,2023-11-07,つくば絶版車館,029-721-8190,[]
89,2100006194715,175000,YAMAHA Vino（ビーノ）／ＡＹ０２型／インジェクションモデル!！!,YAMAHA,2BH-AY02,2022,50,ブルー・ベージュ,スクーター/ビッグスクーター,3157,1,-,-,2023-10-22,上尾店,0120-37-8190,[]
90,2100006122343,487000,HONDA モンキー125,HONDA,2BJ-JB03,2022,125,赤,ネイキッド,197,3,-,-,2023-10-09,熊本店,0120-37-8190,['長年愛されるモンキーシリーズ！5速のギアで走りやすさ抜群!！!']
91,2100005168601,600000,SUZUKI ＳＶ６５０Ｘ,SUZUKI,2BL-VP55B,2018,645,ガンメタ,ネイキッド,1653,5,2020-09,-,-,荒川沖店,0120-37-8190,"['ＡＢＳ', 'ＵＳＢポート付き', '☆★走行距離の少ない美車★☆', '【マル得車輌】！!']"
92,2100004787339,413000,YAMAHA XSR155,YAMAHA,RG47,2020,155,赤/白,ネイキッド,4783,5,-,-,2023-02-27,那覇店,0120-37-8190,['ワンオーナー車輌【マル得】！!']
93,2100005604420,558790,HONDA VTR ビキニカウル 社外テールカウル 社外MF装備！!,HONDA,JBK-MC33,2017,250,グレー,ネイキッド,6926,3,-,-,2023-07-13,那覇店,0120-37-8190,[]
94,2100005331982,498000,YAMAHA MT-03,YAMAHA,EBL-RH07J,2019,320,青黒,ネイキッド,6072,5,2019-05,-,-,金沢店,0120-37-8190,['丸形ヘッドライト／セパハン／フェンダーレス／BIKERSステップ／コアガード／マルチバー／USB1口／コアガード！!']
95,2100006013955,328000,HONDA CB125R【フルノーマル・ABS標準装備・フルサイズ125CCネイキッド】！!,HONDA,2BJ-JC79,2018,125,黒,ネイキッド,13695,3ヶ月,-,-,-,松山店,0120-37-8190,[]
96,2100005595070,418000,HONDA スーパーカブC125,HONDA,8BJ-JA58,2022,125,紺/青,ネイキッド,2944,1,-,-,2023-07-10,広島店,0120-37-8190,['人気の高いカラーリング！フルノーマル・LEDヘッドライト！!']
97,2100005271059,858000,YAMAHA XJR400R,YAMAHA,4HM,1995,400,ブラック2,ネイキッド,14810,1ヶ月,1995-05,2024-09-05,-,つくば絶版車館,029-721-8190,['4HM3！!']
98,2100006010350,1558000,Harley-Davidson XL883N,Harley-Davidson,LE2,2016,883,緑,アメリカン/クルーザー,8603,3,2015-10,-,2023-09-21,仙台店,0120-37-8190,['バックレスト／サドルバッグ／サクラ工業製サイレンサー装備！!']
99,2100005659673,950000,Harley-Davidson XL1200R,Harley-Davidson,CLP,2004,1200,オレンジ,アメリカン/クルーザー,20764,3ヶ月,2004-01,2024-02-25,2023-07-31,名古屋みなと店,0120-37-8190,['バッグサポート装備！!']
100,2100006266740,528000,YAMAHA ＹＺＦ－Ｒ２５,YAMAHA,2BK-RG43J,2021,250,黒,スポーツ/ツアラー,2344,7,-,-,2023-11-03,一宮店,0120-37-8190,['マルチバー＆ヘルメットホルダー装備!！!']
101,2100006098563,628000,HONDA レブル２５０,HONDA,2BK-MC49,2021,250,マットブラック,アメリカン/クルーザー,2479,7,-,-,2023-10-06,八王子堀之内店,0120-37-8190,"['Ｓエディション', '【マル得】', 'サイドバック装備！', 'エンデュランス製グリップヒーター！', 'ヘルメットホルダー＆USB電源!！!']"
102,2100005584029,298000,HONDA 【11月限定プライス】CB250F,HONDA,JBK-MC43,2015,250,赤,ネイキッド,11438,1,-,-,2023-07-08,市川店,0120-37-8190,"['モリワキ製マフラー', 'スクリーンカスタム', '単気筒ネイキッド！!']"
103,2100006128987,548000,HONDA REBEL 250 ABS,HONDA,2BK-MC49,2020,250,ベージュ,アメリカン/クルーザー,5446,5,-,-,2023-10-11,堺美原店,0120-37-8190,['バックレスト・サイドバッグサポート付き!！!']
104,2100005448789,818000,YAMAHA ＷＲ２５０Ｘ,YAMAHA,JBK-DG15J,2014,250,グレー,オフロード/モタード,11499,1,-,-,2023-06-14,一宮店,0120-37-8190,['バレル４マフラー！【マル得】！!']
105,2100005550208,678000,HONDA GB350,HONDA,2BL-NC59,2022,350,黒,ネイキッド,367,7,2022-09,2025-09-25,-,盛岡店,0120-37-8190,"['2022年製車', 'ワンオーナー！!']"
106,2100005411202,578000,KTM ６９０ＤＵＫＥ,KTM,DS47,2012,690,ホワイト/オレンジ,ネイキッド,9481,3ヶ月,2012-05,-,2023-06-08,KTM小山,0120-37-8190,"['アクラポビッチマフラー', 'エンジンガード', 'ハンドガード', 'ヘルメットホルダー装備', '☆★★オプション品多数の非常に綺麗な１台です☆！!']"
107,2100005680554,498000,SUZUKI 【マル得車両】GSX250FX,SUZUKI,BA-ZR250C,2004,250,銀,ネイキッド,15727,3ヶ月,-,-,2023-07-26,高松店,0120-37-8190,['USBポート・メッシュホース・キャブ車！!']
108,2100005816038,300000,SUZUKI 【11月限定価格】【マル得】GSX-R125 ABS,SUZUKI,2BJ-DL33B,2020,125,青,スポーツ/ツアラー,7098,3ヶ月,-,-,-,高石店,0120-37-8190,"['2020年式', 'フルノーマル!！!']"
109,2100006017939,748000,Ducati スクランブラーアイコン,Ducati,EBL-K102,2015,803,黄色,ネイキッド,19597,1,2015-08,2024-05-13,2023-09-23,広島店第2ショールーム,0120-37-8190,"['【決算CP実施中】', '2015年モデル', 'レバーカスタム', '【通販送料無料】！!']"
