,id,価格,型式番号,モデル年,色,走行距離,保証期間,店舗id
2966,2100006135503,348000,EBJ-JF45,2020,,8423,3,10
2967,2100005920575,138000,2BH-UA08J,2019,白,17066,3,59
2968,2100005370721,1780000,ZR750C,1994,青,21937,1,6
2969,2100006111842,1448000,2BL-ZR900C,2019,黒,5978,5,19
2970,2100006175950,728000,2BL-ER650H,2019,青,7645,5,18
2971,2100006096712,298000,JBK-MF10,2009,黒,27718,3,45
2972,2100006046465,1388000,LC3,2015,赤,11032,1,77
2973,2100005897938,1148000,RN01,2014,赤,10871,1,33
2974,2100005722919,668000,BA-VG02J,2011,黒,576,3,36
2975,2100004453289,408000,2BJ-JA55,2020,赤,560,1,44
2976,2100005933964,548000,EBL-NC47,2018,赤,7225,5,65
2977,2100005414647,578000,2BK-EX250P,2022,黒,1181,7,37
2978,2100005160940,328000,2BJ-DL32B,2021,,1338,3,9
2979,2100005993128,678000,EBL-GR7NA,2011,黒,16340,3,68
2980,2100003279385,748000,1JR,1992,青,,3,6
2981,2100006097337,188000,EBJ-JF58,2019,白,10780,3,21
2982,2100006268478,2640000,2BL-ZR900C,2023,黄,534,7,62
2983,2100003872104,2198000,BF5,2015,銀,13646,1,77
2984,2100005792011,598000,2BL-NC59,2021,黒,2783,7,46
2985,2100006158090,1050000,FXV,2005,黒,31780,3,7
2986,2100005803236,308000,2BJ-SED8J,2020,黒,10271,3,52
2987,2100004937277,388000,2BJ-JC79,2018,赤,1085,1,48
2988,2100006255225,698000,BA-MC31,2007,青,19420,3,49
2989,2100004483842,368000,2BK-DN11A,2017,黒,4441,3,76
2990,2100005876926,1498000,2BL-ZR900C,2019,黒,11142,3,47
2991,2100005943345,488000,2BK-MC49,2017,銀,6615,3,1
2992,2100005788885,498000,8BJ-JB04,2023,赤,405,3,58
2993,2100005964500,218000,BA-AA01,2004,,8041,3,14
2994,2100006154481,1488000,ZX900A,1996,赤,,3,72
2995,2100005995306,468000,2BJ-JA55,2020,茶,285,1,75
2996,2100006144437,778000,CS2,2007,,29179,3,41
2997,2100005293617,578000,JBK-MD38,2019,赤,7492,5,75
2998,2100006046250,298000,HA02,2001,青,3668,3,37
2999,2100005994460,398000,JBK-RG10J,2017,青,5109,3,9
3000,2100005470490,1198000,2BL-RN51J,2019,銀,7468,5,7
3001,2100005991506,928000,2BL-RH03,2019,黒,5628,5,34
3002,2100006280593,1798000,2BL-XL2,2017,黒,175,3,37
3003,2100005782876,168000,BD-CF11A,2022,オレンジ,19466,3,73
3004,2100006027044,168000,2BH-AF77,2018,,817,1,25
3005,2100004583252,1198000,LE2,2014,紫,4906,1,61
3006,2100005775397,1500000,2BL-ZXT02K,2020,緑,888,5,33
3007,2100005611312,358000,UA05J,2001,黒,763,3,6
3008,2100005663588,1298000,2BL-NC42,2019,,937,5,14
3009,2100005967914,1788000,2BL-PC40,2021,赤,4855,7,36
3010,2100006178937,218000,2BK-NG4BG,2019,青,14202,3,33
3011,2100005635677,1388000,2BL-ZR900C,2019,黒,4605,5,73
3012,2100005280563,158000,2BH-AY02,2019,青,3880,1,80
3013,2100005806688,1598000,EBL-ZRT20D,2012,黒,3558,3,1
3014,2100005630092,398000,JA55,2020,赤,15,1,33
3015,2100006048285,458000,JBK-LX250S,2010,緑,2585,3,36
3016,2100004938373,748000,BC-GV79A,2006,黒,8768,3,35
3017,2100004900578,1848000,2BL-PC40,2021,赤,633,7,5
3018,2100005727730,748000,EBL-K102,2016,黄,6486,3,67
3019,2100006007855,298000,DL33B,2020,青,4032,1,43
3020,2100005770705,1098000,RC42,2008,青,9800,3,1
3021,2100005899673,1698000,2BL-SC54,2018,白,13330,3,36
3022,2100005544405,548000,2BK-EX250P,2021,黒,1547,7,66
3023,2100005934220,238000,2BK-NG4BG,2019,青,8088,5,44
3024,2100005196116,1298000,EBL-SC65,2014,,8181,1,14
3025,2100005874717,228000,2BJ-JF45,2013,茶,14237,3,2
3026,2100005409995,698000,2BL-RH16J,2019,青,4690,5,48
3027,2100005463775,958000,2BL-RH03,2021,赤,4359,7,11
3028,2100004099814,698000,2BL-NC56,2019,赤,4793,5,2
3029,2100006088724,998000,2BL-RN52J,2018,,14406,5,14
3030,2100005643863,2130000,8BL-EJ11A,2022,銀,561,7,18
3031,2100005778817,148000,JBH-AF79,2019,黒,1544,1,39
3032,2100005871327,228000,JBH-AF58,2008,黒,,3,48
3033,2100005955348,798000,2BK-ZX250E,2022,青,2683,7,12
3034,2100006313031,728000,EBL-EN650A,2016,黒,14586,3,10
3035,2100006253320,638000,2BL-EX400G,2022,青,1172,7,15
3036,2100005310062,368000,2BJ-JK05,2023,黒,2781,1,79
3037,2100005608039,278000,DL33B,2018,青,16893,3,63
3038,2100006019995,498000,BA-VG02J,2005,白,12835,3,47
3039,2100005920360,498000,2BL-EX400G,2018,オレンジ,11871,3,44
3040,2100005755894,898000,EBL-KA00,2021,黒,3031,7,34
3041,2100006030174,398000,BA-AC13,2007,,13652,3,10
3042,2100006235937,598000,2BK-MD47,2021,赤,6014,5,37
3043,2100006212259,478000,BC-NC41,2006,白,33711,3,26
3044,2100005316026,440000,CRF190L,2021,白,0,7,60
3045,2100005857338,798000,EBL-GT79A,2015,赤,16803,1,49
3046,2100005872102,698000,2BL-EX400G,2022,緑,733,7,3
3047,2100005123204,1050000,2BL-EJ800B,2020,茶,5903,5,48
3048,2100005100281,118000,2BH-CA4AA,2020,白,11613,3,5
3049,2100003030917,8980000,KZT00R,1982,緑,25550,1,6
3050,2100006213768,1308000,EBL-SD04,2019,黒,24908,1,15
3051,2100006106534,418000,EBL-VK58A,2011,銀,27203,3,61
3052,2100005055727,3150000,2BL-FLP,2019,黒,4646,5,22
3053,2100005087551,1398000,8BL-SC83,2021,黒,95,7,5
3054,2100005801454,728000,2BK-MD47,2021,赤,73,7,49
3055,2100006244014,598000,2BK-MC49,2020,茶,883,5,8
3056,2100005884198,258000,2BK-NG4BG,2019,,4185,5,41
3057,2100004131071,418000,2BJ-JA55,2021,緑,2752,1,31
3058,2100003768711,458000,2BK-MC52,2019,赤,4262,5,26
3059,2100006032574,2400000,2BL-STK,2020,黒,12580,3,15
3060,2100006194104,750000,JBK-VK57A,2009,黒,8127,3,79
3061,2100005822466,528000,3DM,1994,赤,8711,1,35
3062,2100006158489,398000,EBL-EX400E,2016,,21195,1,72
3063,2100004714076,3000000,2BL-STK,2021,黒,2349,7,22
3064,2100005993456,238000,BA-AF58,2012,茶,14347,3,15
3065,2100006277470,146000,JBH-CA4AA,2021,青,270,1,74
3066,2100005824330,378000,JA60,2022,,879,3,25
3067,2100005888486,378000,JBK-RG10J,2017,青,3620,3,38
3068,2100005528351,1228000,BC-SC54,2011,白,3546,3,66
3069,2100005223874,678000,2BK-MD47,2021,赤,3705,7,5
3070,2100005813983,332500,2BJ-JK05,2021,銀,3354,1,80
3071,2100006201055,1078000,RN01,2011,青,25196,3,62
3072,2100005667753,425000,JBK-EX250L,2016,黒,,3,72
3073,2100005933773,548000,8BK-RG74J,2023,青,951,7,66
3074,2100006223484,118000,JBH-CA4AA,2015,青,1857,3,27
3075,2100004774759,1398000,NC36,1997,赤,,1,35
3076,2100006018790,168000,JBH-AF78,2017,黒,6360,3,75
3077,2100005584845,389600,2BJ-JB02,2018,黄,12034,3,80
3078,2100005901789,228000,EBJ-CE47A,2015,白,6994,3,75
3079,2100005009485,468000,2BK-MC52,2018,赤,5121,5,67
3080,2100005873000,598000,BA-AB27,2014,黒,1635,3,43
3081,2100002520594,840000,2BK-ZX250E,2021,黒,269,7,5
3082,2100005758710,777000,2BL-NC56,2022,銀,110,7,18
3083,2100005331043,168000,2BH-AY02,2018,茶,4223,1,12
3084,2100005709330,398000,PC21,1990,黒,44751,3,15
3085,2100006265910,108000,JBH-AF70,2014,黒,8598,3,66
3086,2100001091712,1098000,1KT,1986,青,18602,1,35
3087,2100006197273,1298000,8BL-SJ19J,2020,,9622,5,14
3088,2100005731041,341000,MC56,2021,赤,0,7,73
3089,2100005260879,1298000,8BL-RM39J,2022,黒,934,7,16
3090,2100006212877,198000,2BJ-SED7J,2018,黒,8935,3,60
3091,2100005315715,440000,CRF190L,,白,0,7,11
3092,2100006153422,238000,EBJ-SE86J,2018,青,4521,1,66
3093,2100003481627,2480000,BC-GV78A,2001,黒,25296,1,6
3094,2100006088946,3780000,MC28,1996,青,6239,1,6
3095,2100005698511,598000,2BK-MC49,2019,茶,1438,5,37
3096,2100005827386,928000,2BL-RH03,2019,銀,8197,5,21
3097,2100006122275,330000,BA-DG11J,2006,黒,18774,3,8
3098,2100005897983,858000,ZXT00G,2011,,22989,3,14
3099,2100005757027,1548000,LE2,2017,黒,4213,3,53
3100,2100005706650,1180000,3XC,1992,銀,15859,1,35
3101,2100005461351,420000,8BJ-JC91,2021,銀,662,3,15
3102,2100005287159,538000,2BL-RH13J,2020,銀,9929,5,68
3103,2100006301038,728000,2BK-ZX250E,2022,黒,2843,7,9
3104,2100004912175,368000,2BJ-JK05,2021,白,1064,3,27
3105,2100005608176,385000,2BK-ED13N,2023,オレンジ,0,7,73
3106,2100005841665,658000,2BL-NC59,2022,銀,848,7,67
3107,2100005862400,1398000,T120-650,2020,黒,1707,5,63
3108,2100004956643,308000,2BJ-DL32B,2020,黒,3341,1,27
3109,2100005847087,1690000,2BL-SC65,2018,黒,5154,5,72
3110,2100005893497,398000,VR51A,1985,赤,16331,3,36
3111,2100004085091,2200000,4L3,1980,黒,11548,1,6
3112,2100006176520,1018000,ZXNE,2012,緑,8587,0,27
3113,2100005817264,1498000,ZR400C,2005,赤,16343,3,15
3114,2100005864145,778000,JBK-VG05J,2017,赤,1590,3,27
3115,2100005570084,978000,2BL-GT79B,2020,青,10374,3,26
3116,2100005854801,678000,ZXT40A,2007,青,20242,3,61
3117,2100005570190,728000,EBL-VN04J,2015,青,5992,1,15
3118,2100006237009,698000,EBL-GW72A,2012,黒,11545,3,2
3119,2100006196733,678000,2BK-DG31J,2018,オレンジ,3658,5,33
3120,2100005867726,328000,BA-NH41A,2003,,7579,3,10
3121,2100004842106,364000,2BJ-JK05,2020,白,3610,1,64
3122,2100004923423,348000,8BK-SG79J,2022,白,2212,7,52
3123,2100005664141,528000,2BL-RH13J,2020,青,7006,5,66
3124,2100003930491,1300000,2BL-NC42,2019,黒,1188,5,32
3125,2100006036862,698000,JBK-DG15J,2013,青,20193,1,5
3126,2100006201796,1180000,BW5,2012,黒,25506,3,7
3127,2100006054873,798000,RP17J,2009,黒,35373,3,72
3128,2100005921626,298000,2BJ-JA45,2021,緑,9226,3,7
3129,2100005847384,468000,JBK-DG17J,2014,緑,4216,1,7
3130,2100005568470,578000,2BL-NC59,2021,赤,14890,3,26
3131,2100006073409,748000,EBL-GR7NA,2013,白,19325,1,52
3132,2100004982758,538000,2BK-DG32J,2018,オレンジ,3513,5,31
3133,2100005265294,398000,2BJ-JB02,2020,黒,1748,1,34
3134,2100003969552,1580000,2BL-NC42,2019,黒,3928,5,30
3135,2100005288446,157000,2BH-AY02,2021,黒,2952,1,80
3136,2100005643887,538000,2BL-RH13J,2020,黒,4153,5,16
3137,2100004065017,498000,2BK-KF38,2020,黒,3959,5,15
3138,2100006191080,518000,JBK-MC33,2017,黒,12438,3,15
3139,2100005847117,328000,2BJ-BR125H,2021,白,3732,1,30
3140,2100006102048,310000,2BJ-BR125H,2016,銀,1611,3,28
3141,2100006158922,558000,2BL-NC59,2021,赤,6824,5,15
3142,2100006250756,658000,2BL-PC60,2017,黒,5442,3,18
3143,2100005671569,1743000,ZES,2021,黒,796,7,67
3144,2100006238570,108000,JBH-AF68,2011,紫,2452,3,28
3145,2100006102833,524000,2BK-DS11A,2020,黒,722,5,54
3146,2100006042474,98000,JBH-CA4AA,2019,白,1849,1,78
3147,2100006040036,898000,2BL-ZR900B,2019,銀,18957,3,1
3148,2100005502528,798000,CS2,2009,黒,13301,3,77
3149,2100005488914,698000,2BL-C40AA,2020,白,10074,3,26
3150,2100004954809,468000,JBK-MC33,2014,黒,17364,1,69
3151,2100005985888,658000,BC-VH01J,2008,銀,,3,27
3152,2100006221992,488000,JBK-MD38,2012,白,4028,3,30
3153,2100006200034,1758000,EBL-FSV,2017,,1322,3,14
3154,2100006158274,358000,BA-AB27,2001,青,4737,3,37
3155,2100006173116,1498000,8BL-RH4,2021,,5036,5,19
3156,2100003792655,738000,2BL-NC59,2021,黒,1862,7,50
3157,2100005986175,1350000,JP5,2011,黒,12772,3,22
3158,2100006067729,698000,BC-EJ400A,2006,赤,11961,3,13
3159,2100006104233,118000,2BH-AF79,2019,黒,10559,3,37
3160,2100005919470,2070000,2BL-ZR900C,2022,限定,4203,7,15
3161,2100005764407,278000,JBK-KF12,2014,白,7292,1,59
3162,2100005971034,798000,2BL-RC90,2016,赤,8336,3,27
3163,2100006026986,2898000,PXN,2015,黒,8610,3,37
3164,2100005814423,368000,EBJ-LX125C,2011,黒,2581,3,58
3165,2100005932769,178000,BC-CF46A,2007,黒,7851,3,59
3166,2100006111378,658000,2BK-DG31J,2020,白,1033,5,74
3167,2100005668224,1580000,EBL-SC54,2018,銀,15208,3,11
3168,2100006112207,498000,2BK-KF38,2020,,13600,3,52
3169,2100006228717,900000,RP01J,2007,茶,22276,3,8
3170,2100005191494,488000,JBK-MD38,2015,黒,15797,1,11
3171,2100006057690,288000,BA-MF08,2008,紫,14141,3,13
3172,2100005722612,418000,2BK-SG42J,2019,銀,26990,1,74
3173,2100005698566,655000,EJ650A,2007,オレンジ,30845,3,72
3174,2100005123464,828000,EBL-EJ800A,2011,緑,7283,3,7
3175,2100005857246,1428000,EBL-ZRT20D,2015,黒,25502,1,71
3176,2100005627290,1150000,EBL-SC59,2016,黒,6849,3,18
3177,2100005627641,498000,2BL-G31AA,2017,赤,9197,3,14
3178,2100006111569,398000,2BL-G31AA,2017,白,5828,3,44
3179,2100006112122,798000,2BL-RH16J,2019,青,554,5,7
3180,2100006196337,138000,JBH-AF77,2016,茶,3165,3,50
3181,2100006127102,1548000,BC-ZR400C,2008,黒,9444,3,3
3182,2100005568715,578000,2BK-MC49,2021,青,557,7,26
3183,2100005967723,408000,2BJ-JA55,2020,茶,11871,3,55
3184,2100005684866,1348000,EBL-RN46J,2022,黒,493,7,36
3185,2100005890854,1798000,BHY,2001,赤,23001,3,11
3186,2100006158434,2100000,BC-ZR750C,2006,黄,27051,1,35
3187,2100005766180,458000,2BJ-JB02,2019,赤,5342,3,43
3188,2100005587990,228000,EBJ-JF45,2016,赤,9658,3,76
3189,2100005867566,148000,JBH-AA04,2012,緑,16635,3,37
3190,2100004919679,378000,2BK-KF47,2021,黒,3855,7,48
3191,2100006219289,1948000,EBL-1200CN,2018,黒,7148,5,53
3192,2100005901406,428000,MC33,2009,黄,13996,3,30
3193,2100006182897,498000,2BK-MC51,2019,黒,19132,3,27
3194,2100006074956,668000,2BL-C733A,2017,黒,16022,3,79
3195,2100006253337,698000,2BL-NC56,2019,,10447,3,14
3196,2100005930345,86000,BA-AF61,2013,銀,13565,3,67
3197,2100005497107,828000,JBH-AB27,2016,黒,,3,43
3198,2100004931039,478000,2BK-MD44,2017,赤,25851,1,9
3199,2100005382823,1498000,2BL-SC65,2017,黒,9936,3,37
3200,2100004254244,478000,2BJ-JA55,2020,赤,2626,1,26
3201,2100005315012,1860000,ZR400C,2008,限定,4284,3,62
3202,2100006012057,398000,NJ47A,2002,銀,10112,1,6
3203,2100006218756,698000,MC31,2007,白,16187,3,78
3204,2100005310574,138000,JBH-AF77,2018,茶,1533,1,65
3205,2100005587549,698000,2BL-NC56,2019,白,757,5,44
3206,2100006106596,498000,VBKUNJ4,2020,黒,10127,3,61
3207,2100003511300,408000,2BJ-JA48,2018,青,4349,1,58
3208,2100005630344,240000,EBJ-SE86J,2016,銀,14079,3,5
3209,2100005982399,248000,2BJ-DV12B,2019,白,1490,1,43
3210,2100004969797,128000,JBH-CA4AA,2019,白,6232,3,60
3211,2100006106572,928000,BC-SC57,2008,限定,36351,3,54
3212,2100005822954,247000,2BH-AA09,2023,青,792,3,63
3213,2100006263770,388000,2BJ-BR125H,2021,緑,785,3,15
3214,2100006126990,1528000,2BL-DHJ1200,2022,赤,1209,7,27
3215,2100006122084,1098000,2BL-EJ800B,2023,白,2074,7,34
3216,2100005744089,898000,RP01J,2007,黒,3984,3,63
3217,2100005930079,528000,2BK-DG31J,2018,オレンジ,14700,3,9
3218,2100006094381,428000,EBL-NC47,2013,黒,20547,1,72
3219,2100006254785,328000,2BJ-SED8J,2019,白,1632,1,2
3220,2100006217513,378000,2BJ-JB02,2019,黄,1714,1,57
3221,2100005422352,728000,RN13N,2004,青,13449,3,7
3222,2100006054996,398000,2BJ-JA48,2020,黒,17871,3,63
3223,2100003793157,598000,MC13,1985,白,14471,1,6
3224,2100006103137,1988000,RP22J,2014,銀,15693,1,67
3225,2100005128759,928000,2BL-RH03,2019,赤,17267,3,54
3226,2100005731034,388000,MC56,2022,赤,0,3,71
3227,2100006145571,628000,2BL-NC59,2021,黒,555,7,7
3228,2100005923361,488000,2BL-RH13J,2021,,12260,3,19
3229,2100005631686,1358000,LC3,2012,黒,4634,3,16
3230,2100005939614,988000,2BL-RN51J,2019,黒,8059,5,46
3231,2100005976046,798000,BA-VG02J,2006,黒,14359,3,51
3232,2100005218795,1098000,BC-ZR400E,2005,緑,22326,3,26
3233,2100003661296,138000,JBH-SA39J,2015,白,18769,3,6
3234,2100005793216,698000,2BL-RH16J,2019,青,2668,5,73
3235,2100004352766,598000,BC-VH01J,2005,オレンジ,11802,3,15
3236,2100006134162,198000,EBL-JF19,2009,銀,6289,3,62
3237,2100004952188,338000,2BJ-JA45,2021,黄,49,3,2
3238,2100005187954,648000,SC44,2000,黄,48365,1,6
3239,2100006027143,238000,EBJ-JF45,2018,,12338,3,25
3240,2100005754132,388000,2BJ-JC79,2018,白,1568,1,60
3241,2100006071900,358000,2BJ-JK05,2021,青,386,3,15
3242,2100005194846,358000,2BJ-JB02,2018,赤,26704,3,69
3243,2100005531832,1640000,2BL-PC40,2021,赤,2322,7,50
3244,2100006159141,498000,2BK-KF38,2020,黒,6754,5,20
3245,2100006172997,198000,JBH-SA31J,2016,黒,2347,3,44
3246,2100002390296,2840000,KZT00B,1977,青,45299,1,6
3247,2100005555579,648000,2BK-MC51,2020,白,1976,5,9
3248,2100005261760,4480000,ZXT00N,2015,黒,15736,1,26
3249,2100006021103,1728000,KBM,2012,青,13382,3,7
3250,2100006270631,578000,2BK-MC51,2017,銀,3199,3,11
3251,2100006054293,1328000,8BL-RN80J,2022,黒,1657,7,30
3252,2100005378895,428000,EBL-RH07J,2016,銀,8920,3,26
3253,2100005672788,728000,JBK-BJ250A,2017,オレンジ,1432,3,62
3254,2100005973953,715000,2BK-MC51,2019,白,9597,5,59
3255,2100005892872,1148000,8BL-RN69J,2022,青,5176,5,49
3256,2100006253849,1628000,2BL-ZR900C,2023,黒,2966,7,63
3257,2100003156570,1280000,3XC,1992,銀,7663,1,6
3258,2100005789509,1310000,ZRT00J,2019,黒,22240,1,8
3259,2100004824973,338000,2BK-DN11A,2018,青,12785,3,41
3260,2100005891271,148000,2BH-AY02,2019,青,746,1,71
3261,2100004146440,638000,2BJ-JB03,2022,黒,275,3,43
3262,2100006180282,698000,EBL-RM07J,2016,銀,7004,3,49
3263,2100006138368,768000,2BK-ZX250E,2021,黒,2316,7,60
3264,2100005200202,248000,2BK-NG4BG,2019,黒,1149,5,37
3265,2100006120998,108000,JBH-AF70,2012,黒,3818,3,12
3266,2100005398657,798000,2BL-RH03,2019,赤,29587,1,59
3267,2100006165883,158000,EBJ-JF31,2013,銀,2734,3,78
3268,2100006253061,478000,EBL-NC47,2017,黒,25815,1,2
3269,2100006264111,185000,2BH-AY02,2018,,138,1,10
3270,2100005595407,898000,EBL-SC54,2010,白,28238,3,34
3271,2100006263268,953000,2BL-RH03,2023,黒,4875,7,54
3272,2100004853942,598000,2BK-MC49,2020,青,9474,5,37
3273,2100005907811,1528000,2BL-ZR900C,2019,黄,5338,5,67
3274,2100006168501,334000,JBK-RG10J,2015,青,10324,1,54
3275,2100006050257,328000,2BK-KF30,2018,黒,9164,5,31
3276,2100005584746,568000,2BK-MD44,2017,黒,5366,3,7
3277,2100006170320,168000,2BH-AY02,2021,青,2177,1,2
3278,2100006071429,678000,EBL-RH03J,2017,黒,3491,3,7
3279,2100005789318,558000,JBK-BJ250A,2012,オレンジ,4964,3,51
3280,2100005309301,268000,2BJ-JA44,2018,青,541,1,11
3281,2100006184952,228000,2BJ-SED7J,2019,,4925,1,19
3282,2100006037241,698000,Z50J,,白,,3,43
3283,2100006037104,218000,EBJ-JF58,2019,白,1531,1,48
3284,2100006052060,778000,EBL-PC40,2009,青,28053,3,2
3285,2100005683456,748000,2BL-RM19J,2019,青,2408,5,5
3286,2100006186628,198000,EBJ-JF58,2019,黒,2367,1,48
3287,2100006154542,1058000,2BL-ZXT00W,2018,黒,6487,5,71
3288,2100006120226,368000,2BJ-JB02,2019,黄,7418,3,43
3289,2100006093131,328000,2BH-TD02,2018,白,1850,1,55
3290,2100005614009,628000,BC-VH01J,2001,白,19939,3,60
3291,2100005996303,1848000,8BL-STJ,2022,黒,302,7,66
3292,2100002615405,1098000,ZRT10C,2000,緑,16718,1,35
3293,2100006172027,208000,BA-MF08,2004,白,11606,3,45
3294,2100006066296,798000,JBK-DG15J,2012,黒,12669,3,7
3295,2100006024494,528000,2BK-RG43J,2019,青,94,5,69
3296,2100005997560,538000,2BK-MC49,2019,銀,6107,5,21
3297,2100005552226,558000,MC31,1997,,11397,3,19
3298,2100005607810,778000,2BL-C40AA,2021,黒,5778,5,2
3299,2100004968165,248000,EBJ-JC61,2015,黒,9946,3,60
3300,2100005676731,548000,2BK-MC49,2017,銀,9125,3,43
3301,2100005781244,1250000,EBL-GX72B,2014,黒,15924,1,1
3302,2100004690301,1798000,DM11G,2018,黒,8206,5,14
3303,2100005469937,450000,JBK-DG16J,2010,オレンジ,8383,3,5
3304,2100006023800,438000,2BK-MC52,2018,赤,22461,1,55
3305,2100005706100,1450000,2BL-ZR900C,2019,青,3495,5,48
3306,2100006113051,1110000,BC-ZR400E,2001,青,14754,3,7
3307,2100005843645,628000,JBK-BJ250A,2017,青,14477,3,43
3308,2100005905039,318000,2BK-KF30,2018,銀,13602,3,31
3309,2100005821230,268000,JBK-SG28J,2013,黒,6941,1,21
3310,2100006158236,1698000,EBL-ZRT20D,2016,緑,17623,3,2
3311,2100005087841,1048000,2BL-RH03,2019,黒,4975,5,76
3312,2100005096423,398000,2BK-KF38,2020,銀,11956,3,2
3313,2100004352704,498000,BJ250A,2002,黒,15748,3,6
3314,2100006088472,408000,2BK-SG37J,2019,,3,5,25
3315,2100005519335,488000,8BJ-JB04,2023,赤,1630,3,36
3316,2100005865395,628000,NC34,2006,,18300,3,52
3317,2100006103151,398000,8BJ-JC91,2021,銀,3711,1,39
3318,2100005777148,498000,2BK-EX250P,2020,,4066,5,52
3319,2100006135640,1650000,JRV,2016,銀,10692,3,22
3320,2100006195866,748000,2BK-ZX250E,2022,緑,3249,7,4
3321,2100006183122,598000,2BL-NC59,2021,黒,11988,3,37
3322,2100004646636,534000,2BL-EX400G,2018,緑,10279,3,68
3323,2100004307605,458000,JD01,1989,赤,5639,1,35
3324,2100003647887,598000,MC33,2009,黒,1284,3,6
3325,2100005760508,76000,JBH-SA36J,2011,銀,19707,3,54
3326,2100006076349,178000,JBH-AF78,2022,,5175,3,14
3327,2100005922647,2048000,2BL-ZRT00K,2021,黒,9454,5,36
3328,2100005888264,798000,ZR400E,2001,黒,32226,3,2
3329,2100005719162,1420000,LC3,2011,オレンジ,34337,3,15
3330,2100005731102,547800,2BK-DS11A,2023,黒,1,7,27
3331,2100005694339,438000,JBK-MD38,2012,赤,9282,3,9
3332,2100006133646,788000,JBH-AB27,2017,,265,3,19
3333,2100004758605,328000,2BK-ED13N,2018,黒,2222,5,21
3334,2100006039795,498000,JBK-DG17J,2012,緑,19996,3,4
3335,2100005307819,748000,EBL-EJ800A,2011,オレンジ,21305,3,70
3336,2100006202007,748000,2BL-RH16J,2021,,1841,7,41
3337,2100005995214,118000,JBH-AF79,2019,黒,7898,3,17
3338,2100005343688,278000,EBJ-JC61,2016,赤,16474,3,7
3339,2100005767873,248000,BA-AF58,2012,黒,22393,3,43
3340,2100006030563,348000,2BJ-JF81,2018,銀,6120,3,75
3341,2100006119312,658000,BJ250A,2017,黒,584,3,18
3342,2100005217378,468000,2BJ-JA55,2020,緑,266,1,73
3343,2100005747943,378000,ED22B,2020,青,8251,5,11
3344,2100006266566,1388000,2BL-SC65,2019,黒,19253,3,15
3345,2100004835894,848000,EBL-SC65,2010,赤,38210,3,75
3346,2100005993340,878000,BC-RC42,2006,白,32818,3,2
3347,2100006246483,448000,JBK-MC33,2009,白,20363,3,37
3348,2100005725927,688000,2BK-MD47,2021,赤,315,7,39
3349,2100005704991,198000,EBJ-JF28,2014,白,8061,3,72
3350,2100006286465,1640000,2BL-XL3,2019,赤,16313,3,77
3351,2100005494496,2218000,8BL-EJ11A,2023,白,535,7,61
3352,2100004832329,498000,3DM,1996,黒,,1,6
3353,2100005935258,625000,2BK-MC49,2017,黒,5195,3,59
3354,2100005518802,1268000,EBL-SC54,2012,赤,13271,3,67
3355,2100005746557,608000,JBK-DG17J,2017,オレンジ,7749,3,72
3356,2100006065251,348000,BA-BJ250F,2002,緑,,3,1
3357,2100005874953,258000,2BJ-SED8J,2017,銀,10778,3,27
3358,2100004908994,385000,2BJ-DL32B,2021,黒,0,3,72
3359,2100005895736,149800,JF65,2017,オレンジ,8368,3,80
3360,2100006074635,888000,2BL-RH16J,2019,オレンジ,13912,3,46
3361,2100005999588,168000,2BH-AY02,2018,茶,3756,1,28
3362,2100003214225,458000,AB12,1981,黄,,1,6
3363,2100004225176,598000,JBK-MC33,2017,黒,7227,3,46
3364,2100005346450,248000,2BJ-SED6J,2019,青,15994,3,79
3365,2100005947954,528000,JGE40,2021,オレンジ,3134,7,82
3366,2100005690829,168000,JBH-AF77,2018,茶,8721,3,67
3367,2100005449618,528000,4RF,1996,黒,10925,1,35
3368,2100006161847,428000,RG47,2019,銀,9475,5,54
3369,2100005902458,368000,A-Z50J,1985,黄,113,3,43
3370,2100005578028,2278000,BF5,2015,銀,14489,1,77
3371,2100005637763,528790,2BK-LX230A,2022,緑,1184,7,80
3372,2100005674805,1048000,2BL-NC42,2018,白,3711,5,34
3373,2100006071931,158000,JBH-AF74,2016,オレンジ,1303,3,61
3374,2100005044813,158000,JBH-AF77,2018,青,4546,1,5
3375,2100005852760,138000,JBH-AF70,2011,黒,11022,3,5
3376,2100006261134,748000,EBL-RC53,2012,黒,23120,3,26
3377,2100004019256,548000,JBH-AB27,2016,茶,7204,3,43
3378,2100005748216,195000,2BH-AA09,2018,緑,8982,3,59
3379,2100006196801,698000,EBL-RM07J,2017,青,6291,5,2
3380,2100006197334,1080000,BC-SC54,2010,黒,17877,3,11
3381,2100005547031,458000,2BK-DS11A,2021,,5390,5,41
3382,2100006104516,3500000,EBL-FSV,2016,白,17726,3,22
3383,2100006100433,278000,2BJ-SED8J,2017,白,5317,3,33
3384,2100004460409,998000,BC-SC54,2007,白,30824,3,6
3385,2100004985087,198000,EBJ-SE44J,2011,赤,8381,3,33
3386,2100006050745,368000,JBK-EX250L,2014,オレンジ,8725,1,43
3387,2100006295627,398000,2BJ-JA55,2020,茶,2436,1,66
3388,2100005547420,498000,RP8M82,2022,白,617,7,13
3389,2100006200478,288000,JBK-CJ45A,2009,,15207,3,25
3390,2100004978980,375000,2BJ-JK05,2021,白,2732,1,72
3391,2100006172812,468000,JBK-RG10J,2019,青,2114,5,7
